	Z1-A	Z1-C	Z1-N	Z1-R	Z11-C	Z11-N	Z11-R	Z13-A	Z13-C	Z13-N	Z18-A	Z18-C	Z18-R	Z23-C	Z23-N	Z23-R	Z26-C	Z26-N	Z26-R	Z28-A	Z28-C	Z28-N	Z28-R	Z29-A	Z29-C	Z29-N	Z29-R	Z32-A	Z32-C	Z32-N	Z32-R	Z36-A	Z36-C	Z36-N	Z36-R	Z39-A	Z39-N	Z39-R	Z4-A	Z4-C	Z4-N	Z4-R	Z40-A	Z40-C	Z40-N	Z40-R	Z43-C	Z43-N	Z43-R	Z44-A	Z44-C	Z44-N	Z45-A	Z45-C	Z45-N	Z45-R	Z46-C	Z46-N	Z46-R	Z5-A	Z5-C	Z5-N	Z5-R	Z6-A	Z6-C	Z6-N	Z6-R
Z26-C	0.766566946	0.596766227	0.809874739	0.789685808	0.710758092	0.766799402	0.752693984	0.714587303	0.609229576	0.617161677	0.627514375	0.583537228	0.778852623	0.569085504	0.740412789	0.750997101	0	0.748475209	0.806516405	0.548736037	0.603588728	0.762115379	0.758704749	0.61627734	0.69465753	0.570789576	0.865789434	0.617077047	0.752095037	0.711865628	0.757110808	0.508361318	0.676418501	0.597794281	0.682975938	0.791689848	0.931130874	0.676268439	0.724049205	0.595286011	0.681826255	0.567336295	0.778861229	0.810031099	0.597794964	0.781128303	0.577240255	0.593896813	0.737071914	0.627685697	0.729095149	0.614926477	0.606605999	0.678187753	0.631319617	0.772231515	0.796331823	0.570322783	0.551274262	0.629518741	0.684978653	0.498571162	0.717131086	0.618950577	0.661844165	0.645415416	0.725851475
Z26-N	0.518264052	0.751424402	0.589902259	0.599983125	0.833510369	0.528141057	0.493438868	0.345898677	0.716546339	0.786693546	0.769238857	0.800770698	0.52934953	0.801736237	0.404889371	0.482895806	0.748475209	0	0.61553408	0.748579323	0.69700155	0.537420053	0.537666637	0.718939519	0.77669025	0.750147797	0.863529775	0.696549401	0.486203074	0.746524775	0.570435368	0.726978848	0.381143778	0.720544543	0.769303145	0.54318736	0.945847801	0.712327687	0.753861501	0.750332538	0.427941465	0.765748128	0.566152334	0.88220813	0.721147244	0.759656901	0.675321479	0.791657585	0.74296568	0.811094582	0.48344233	0.693350877	0.710248152	0.464800153	0.7542359	0.528750181	0.597634042	0.759384426	0.703634797	0.726499559	0.742265183	0.705379482	0.488965559	0.733233241	0.795490079	0.786880923	0.466977551
Z26-R	0.640399124	0.803599663	0.574334291	0.683823218	0.672889708	0.430810898	0.567683967	0.599520683	0.807804284	0.811984424	0.743651945	0.826473296	0.60423683	0.845697685	0.617493344	0.548071191	0.806516405	0.61553408	0	0.811673105	0.738339406	0.639384525	0.526902176	0.771801036	0.595668116	0.829715946	0.713325688	0.779055946	0.647770841	0.822075226	0.642418284	0.793864045	0.595584495	0.799245719	0.578546915	0.606863106	0.773403907	0.809449413	0.581599096	0.819894813	0.594494183	0.797118412	0.659384936	0.90264522	0.77357319	0.780283638	0.770689168	0.857406425	0.824162634	0.859983002	0.53507275	0.798089322	0.776148676	0.554970567	0.822685082	0.63890263	0.439289703	0.816223903	0.809495416	0.806047008	0.783400318	0.81550885	0.644417286	0.804236377	0.831041549	0.842661517	0.582440813
Z28-A	0.768801303	0.51661175	0.798552399	0.797668372	0.667777757	0.736432419	0.723797712	0.712459075	0.52300315	0.49690302	0.642489296	0.536986664	0.776648835	0.474189539	0.725958564	0.711990378	0.548736037	0.748579323	0.811673105	0	0.614934729	0.734971243	0.708360904	0.58191549	0.728505893	0.477622937	0.874474652	0.565170721	0.766363814	0.712347349	0.785099507	0.435176142	0.709681861	0.563212978	0.607649204	0.776914092	0.913296952	0.711836991	0.702236117	0.546562027	0.648561229	0.466595936	0.779073196	0.757664146	0.529813471	0.791495937	0.564948319	0.513055159	0.704322874	0.464970324	0.669235458	0.563656326	0.465929166	0.661318048	0.647660025	0.731245428	0.807346662	0.516368853	0.51085817	0.637531657	0.651629886	0.467193019	0.72074722	0.529416245	0.653240844	0.630332856	0.710095792
Z28-C	0.70905916	0.590329698	0.777415956	0.796784528	0.748636636	0.768361378	0.708081159	0.658381315	0.582961816	0.583679752	0.617340051	0.651153702	0.785698929	0.614995835	0.722098613	0.763416026	0.603588728	0.69700155	0.738339406	0.614934729	0	0.778750613	0.725399419	0.59348947	0.732889549	0.614962723	0.852738611	0.569516402	0.73781245	0.729174149	0.780938104	0.575728991	0.701932265	0.606554159	0.693897371	0.738558731	0.920838102	0.705162709	0.734657485	0.611453143	0.728464942	0.594876001	0.78713435	0.806082161	0.565745971	0.711284264	0.553074207	0.653348537	0.696621028	0.676834137	0.673673726	0.616726306	0.611913719	0.673369755	0.708633235	0.739011324	0.764799529	0.548105922	0.593615014	0.678890061	0.679261419	0.565724699	0.766917567	0.671264645	0.697911101	0.71725971	0.714026055
Z28-N	0.549394676	0.727933073	0.582002314	0.611967267	0.804430519	0.527480532	0.493236089	0.454102402	0.757684671	0.738488872	0.750013214	0.742578195	0.538695364	0.701666508	0.45309128	0.392813656	0.762115379	0.537420053	0.639384525	0.734971243	0.778750613	0	0.414710855	0.7233682	0.846685249	0.714630601	0.954355389	0.764396243	0.569916489	0.830935891	0.539562021	0.731259463	0.364894695	0.747356225	0.814743072	0.530312501	0.936620816	0.846149462	0.847150087	0.742797153	0.304853503	0.761233895	0.594090183	0.931036418	0.758060758	0.862432706	0.782235531	0.70641668	0.811585479	0.694595016	0.388296553	0.753697289	0.775775092	0.287275517	0.802349428	0.550533306	0.58947629	0.706045633	0.757628372	0.807267761	0.819102002	0.713750516	0.316314096	0.787803596	0.784820641	0.790979917	0.409344258
Z28-R	0.559149354	0.732980811	0.474625665	0.608682493	0.813918846	0.505298115	0.471579954	0.493484598	0.751105107	0.748549199	0.646665701	0.731070613	0.442066904	0.741663477	0.466359108	0.285395861	0.758704749	0.537666637	0.526902176	0.708360904	0.725399419	0.414710855	0	0.700113012	0.793006034	0.740982719	0.9072608	0.690172615	0.552511897	0.776100927	0.567661857	0.696454605	0.431715089	0.722441258	0.758004752	0.533833539	0.940077099	0.801396024	0.810371456	0.711753463	0.387398292	0.741789057	0.554216378	0.856651524	0.701887028	0.79184959	0.72945223	0.77635563	0.778028539	0.76560559	0.439712967	0.734794271	0.733079005	0.383987512	0.765670459	0.563459671	0.572783336	0.75626735	0.736300099	0.78222994	0.755575112	0.734357926	0.448960648	0.743533619	0.791122041	0.772133834	0.432721188
Z29-A	0.718649086	0.482452769	0.714946605	0.75392122	0.706251835	0.680732026	0.6576928	0.682650107	0.594803721	0.547623091	0.653707709	0.594549489	0.754529327	0.620598946	0.611624183	0.72112553	0.61627734	0.718939519	0.771801036	0.58191549	0.59348947	0.7233682	0.700113012	0	0.735061355	0.558950032	0.826572401	0.487806275	0.71120231	0.738443303	0.725195269	0.537537635	0.646597423	0.619542418	0.691458639	0.659393755	0.922655686	0.679399618	0.693671288	0.615616202	0.628175233	0.400210686	0.762794853	0.803960681	0.568831976	0.698357427	0.527763755	0.55905196	0.689952398	0.651582659	0.663792324	0.623849552	0.61433912	0.606961553	0.674108625	0.680689064	0.697181049	0.527624673	0.560844513	0.639436668	0.537919325	0.512685112	0.708600808	0.610916827	0.70191072	0.698438415	0.677835603
Z29-C	0.789708355	0.72553033	0.818334915	0.811226363	0.510422795	0.580639299	0.778218188	0.778963939	0.763567673	0.768188546	0.729657232	0.752969629	0.808950298	0.779538563	0.757840773	0.796111197	0.69465753	0.77669025	0.595668116	0.728505893	0.732889549	0.846685249	0.793006034	0.735061355	0	0.731429315	0.564075216	0.662281527	0.764898793	0.729816316	0.776018534	0.715154656	0.761963221	0.699754563	0.371030074	0.810455259	0.674520049	0.738559675	0.392120768	0.726268203	0.758153387	0.703125437	0.80806888	0.86510855	0.712979559	0.799253399	0.700630666	0.77464315	0.740007899	0.797207828	0.785778593	0.691412552	0.683855218	0.791304816	0.74308336	0.770104828	0.611228667	0.753426105	0.653537599	0.726638009	0.743702831	0.687904536	0.810986096	0.741194598	0.781044857	0.767237407	0.778988901
Z29-N	0.779797575	0.461250113	0.819943398	0.80032953	0.622089309	0.776582287	0.756368702	0.732308115	0.539038424	0.463862971	0.591369342	0.562772742	0.785310265	0.463689092	0.733192041	0.714396053	0.570789576	0.750147797	0.829715946	0.477622937	0.614962723	0.714630601	0.740982719	0.558950032	0.731429315	0	0.888192012	0.566969553	0.788364551	0.72124262	0.78938071	0.455325586	0.699370043	0.510184097	0.655028914	0.79077583	0.897829226	0.741575378	0.740470245	0.508648717	0.676360986	0.523306285	0.800329523	0.787035516	0.530001039	0.8113541	0.606731896	0.442802758	0.688704579	0.471694538	0.700799269	0.480440806	0.572611611	0.666396606	0.671834307	0.761168645	0.789355382	0.468611519	0.511125126	0.671714938	0.665973062	0.376515742	0.711489954	0.624545292	0.626565124	0.614367194	0.701913537
Z29-R	0.855966859	0.857491894	0.877439069	0.89125088	0.654052231	0.696279656	0.879166124	0.875520399	0.859652982	0.868184969	0.887390729	0.926985814	0.910344797	0.925144996	0.879995555	0.900286416	0.865789434	0.863529775	0.713325688	0.874474652	0.852738611	0.954355389	0.9072608	0.826572401	0.564075216	0.888192012	0	0.812403807	0.86629659	0.862999558	0.877637009	0.869667413	0.877825227	0.850856186	0.527370168	0.860748211	0.594928577	0.830670243	0.599001654	0.860335041	0.893673227	0.810565802	0.918388065	0.849884864	0.832651328	0.860578346	0.804721319	0.937738996	0.853896484	0.941380209	0.887285303	0.857903578	0.853565365	0.879212287	0.874004899	0.874715387	0.663544888	0.882554661	0.834784373	0.849471529	0.817695404	0.864655152	0.908306859	0.8749398	0.911871207	0.889688321	0.867566823
Z32-A	0.733898491	0.477202014	0.715246299	0.752479873	0.718670522	0.662080376	0.65313104	0.68787606	0.545733761	0.499332718	0.589110055	0.577418742	0.775428422	0.616368486	0.63615666	0.735252756	0.617077047	0.696549401	0.779055946	0.565170721	0.569516402	0.764396243	0.690172615	0.487806275	0.662281527	0.566969553	0.812403807	0	0.710907276	0.689578705	0.721769507	0.510546533	0.694811639	0.493616788	0.657869148	0.713341383	0.909274276	0.667212881	0.661489581	0.537354627	0.666678992	0.528173255	0.773601281	0.778067246	0.440781074	0.724412602	0.503083802	0.591315686	0.580255871	0.62188804	0.666810269	0.488615242	0.552985666	0.645412079	0.662291351	0.713270911	0.749927495	0.48618989	0.551037477	0.609966473	0.551626766	0.444687096	0.763030496	0.639292032	0.662900806	0.670776335	0.646520839
Z32-C	0.534442268	0.751509292	0.591078376	0.598694186	0.841686975	0.524803031	0.49568169	0.443908075	0.774585917	0.785931677	0.803860051	0.816595395	0.61436391	0.815578523	0.501389292	0.555202642	0.752095037	0.486203074	0.647770841	0.766363814	0.73781245	0.569916489	0.552511897	0.71120231	0.764898793	0.788364551	0.86629659	0.710907276	0	0.78379046	0.505571773	0.751116358	0.499185388	0.756879996	0.785706765	0.542381299	0.951763433	0.759543115	0.789284059	0.749461362	0.487294748	0.781961323	0.62928749	0.895579373	0.742830684	0.788897118	0.758559541	0.802139427	0.782463206	0.821541428	0.515683313	0.770668369	0.755742326	0.485317408	0.759296351	0.576042466	0.632780398	0.768577375	0.767003708	0.733224534	0.724798065	0.769972819	0.544598703	0.725056971	0.811945387	0.780261161	0.504338645
Z32-N	0.60683924	0.712378156	0.792503625	0.587032429	0.807110509	0.779427331	0.78423931	0.782146833	0.732438845	0.739548388	0.725491028	0.723115151	0.785240893	0.746340784	0.748471628	0.770754544	0.711865628	0.746524775	0.822075226	0.712347349	0.729174149	0.830935891	0.776100927	0.738443303	0.729816316	0.72124262	0.862999558	0.689578705	0.78379046	0	0.789600975	0.662601475	0.738059107	0.673746593	0.728545682	0.80326742	0.92700685	0.476749862	0.743315512	0.666784147	0.73949452	0.751505621	0.785310086	0.836543478	0.651917838	0.783299749	0.670700866	0.75552267	0.743822905	0.765149111	0.761793687	0.654941968	0.636464894	0.776810069	0.380972922	0.753236256	0.818481154	0.746410879	0.632865049	0.415945108	0.664131464	0.658928388	0.789373041	0.702066883	0.754696678	0.421021064	0.780488162
Z32-R	0.590292412	0.753816002	0.611958832	0.60152578	0.844117318	0.562831708	0.521026461	0.501778623	0.762789249	0.777317442	0.791330691	0.792013751	0.332098675	0.804090069	0.470928604	0.538121826	0.757110808	0.570435368	0.642418284	0.785099507	0.780938104	0.539562021	0.567661857	0.725195269	0.776018534	0.78938071	0.877637009	0.721769507	0.505571773	0.789600975	0	0.77578438	0.49139114	0.739417238	0.80364417	0.537384738	0.934428881	0.784479035	0.809743179	0.772575155	0.501421135	0.788068847	0.41619079	0.88142158	0.730952826	0.788909744	0.761481357	0.811531359	0.541713873	0.815468669	0.478015172	0.769738894	0.741794403	0.48818178	0.781092007	0.595597674	0.635207789	0.785465618	0.786268523	0.765606817	0.726671436	0.773082664	0.521279268	0.751282917	0.513495313	0.799035424	0.494024204
Z36-A	0.771471439	0.507174578	0.752817934	0.774762433	0.65275472	0.716560226	0.696425077	0.714995558	0.557571395	0.535613681	0.580495477	0.445707044	0.752868083	0.487507145	0.688134604	0.719090904	0.508361318	0.726978848	0.793864045	0.435176142	0.575728991	0.731259463	0.696454605	0.537537635	0.715154656	0.455325586	0.869667413	0.510546533	0.751116358	0.662601475	0.77578438	0	0.653896589	0.516014139	0.614254454	0.775323225	0.888150709	0.703874061	0.673578916	0.468665745	0.634921153	0.515185454	0.75957468	0.693053825	0.509537759	0.775873365	0.507074013	0.461467076	0.686443748	0.533348086	0.672419635	0.494984807	0.509204859	0.653919046	0.627368556	0.747712637	0.779039575	0.38210475	0.415916073	0.603215973	0.607044427	0.350560096	0.715477034	0.559292097	0.614057729	0.592821474	0.692135981
Z36-C	0.522528222	0.707233022	0.550324929	0.546804316	0.795175026	0.490484688	0.443118974	0.346710045	0.667315337	0.743719352	0.694623203	0.725728313	0.412793142	0.727799787	0.320415057	0.327914161	0.676418501	0.381143778	0.595584495	0.709681861	0.701932265	0.364894695	0.431715089	0.646597423	0.761963221	0.699370043	0.877825227	0.694811639	0.499185388	0.738059107	0.49139114	0.653896589	0	0.646422823	0.741992505	0.500604293	0.934233608	0.70327792	0.760244177	0.685550555	0.284723679	0.710196859	0.533161587	0.853262189	0.685254487	0.779885977	0.668681635	0.721664227	0.763482195	0.758047545	0.398857068	0.693792473	0.685017927	0.338108906	0.719201817	0.505203416	0.555440434	0.707278612	0.647626621	0.730857093	0.735919741	0.653252008	0.299771071	0.68848004	0.756402751	0.747093317	0.385465501
Z36-N	0.765849206	0.578128408	0.774932988	0.780886786	0.694871233	0.746125253	0.731338796	0.717597868	0.554775282	0.520124105	0.533621355	0.597539937	0.753032475	0.566149272	0.719911195	0.717902313	0.597794281	0.720544543	0.799245719	0.563212978	0.606554159	0.747356225	0.722441258	0.619542418	0.699754563	0.510184097	0.850856186	0.493616788	0.756879996	0.673746593	0.739417238	0.516014139	0.646422823	0	0.643954242	0.750668089	0.908916503	0.704243512	0.717460292	0.524710998	0.650308762	0.594220088	0.789047044	0.760000999	0.458538212	0.764281725	0.554420117	0.533772981	0.632178977	0.546299104	0.703318923	0.460716816	0.506647897	0.715561896	0.620975806	0.769013605	0.809891541	0.529167165	0.519737092	0.630724051	0.635522328	0.42223429	0.735024156	0.588204846	0.646713538	0.66943934	0.668524107
Z36-R	0.798036239	0.666972858	0.811657437	0.808543684	0.330826574	0.517060285	0.760336838	0.760880912	0.699087388	0.686700369	0.70180503	0.705406452	0.795152506	0.69582478	0.768272007	0.773966598	0.682975938	0.769303145	0.578546915	0.607649204	0.693897371	0.814743072	0.758004752	0.691458639	0.371030074	0.655028914	0.527370168	0.657869148	0.785706765	0.728545682	0.80364417	0.614254454	0.741992505	0.643954242	0	0.794798469	0.594010148	0.742996825	0.383325767	0.653603784	0.725775959	0.665892766	0.805724244	0.817277921	0.634700332	0.803189669	0.663572645	0.699146143	0.733236042	0.720706944	0.737507693	0.650442285	0.653706205	0.740087502	0.721760183	0.773900599	0.551105422	0.683935003	0.60411147	0.714325864	0.705268893	0.638194179	0.797112763	0.670838626	0.720619131	0.725067133	0.752926648
Z39-A	0.570428935	0.748238428	0.565131201	0.604093158	0.84511134	0.545759768	0.494018404	0.49293234	0.769676414	0.767520132	0.767215608	0.802937396	0.607818699	0.8057208	0.491687336	0.551371754	0.791689848	0.54318736	0.606863106	0.776914092	0.738558731	0.530312501	0.533833539	0.659393755	0.810455259	0.79077583	0.860748211	0.713341383	0.542381299	0.80326742	0.537384738	0.775323225	0.500604293	0.750668089	0.794798469	0	0.94167702	0.76229661	0.80462564	0.777198492	0.472176403	0.73219618	0.614754891	0.882920693	0.730679568	0.72062059	0.714494942	0.812249299	0.775215293	0.808879192	0.468606926	0.740009965	0.732865636	0.457264519	0.802745558	0.542536463	0.590798508	0.779318573	0.77296336	0.777484273	0.69560798	0.773133458	0.548341108	0.767199944	0.798150431	0.815369243	0.491897194
Z39-N	0.941094543	0.881576915	0.93615928	0.955076162	0.492252303	0.71448326	0.920968236	0.943716851	0.933207184	0.935395013	0.911218532	0.913332147	0.950875899	0.932430116	0.922419103	0.940826252	0.931130874	0.945847801	0.773403907	0.913296952	0.920838102	0.936620816	0.940077099	0.922655686	0.674520049	0.897829226	0.594928577	0.909274276	0.951763433	0.92700685	0.934428881	0.888150709	0.934233608	0.908916503	0.594010148	0.94167702	0	0.945242574	0.683484433	0.911400222	0.933409891	0.915037611	0.953091944	0.869117852	0.919422766	0.933121314	0.922524504	0.923245693	0.928145784	0.927354478	0.909330815	0.87959525	0.895643594	0.922493353	0.933284883	0.949332401	0.759665921	0.900721409	0.896884237	0.929447249	0.903599923	0.900744847	0.938565532	0.925716151	0.910623573	0.925543676	0.942430412
Z39-R	0.560607457	0.706247763	0.792367107	0.614710637	0.810047076	0.773099059	0.733173467	0.679884214	0.66147108	0.728478757	0.738439199	0.752587406	0.780283569	0.769936664	0.722948743	0.758723079	0.676268439	0.712327687	0.809449413	0.711836991	0.705162709	0.846149462	0.801396024	0.679399618	0.738559675	0.741575378	0.830670243	0.667212881	0.759543115	0.476749862	0.784479035	0.703874061	0.70327792	0.704243512	0.742996825	0.76229661	0.945242574	0	0.741467367	0.738032904	0.754745617	0.674865677	0.783017637	0.869088095	0.674566628	0.737001476	0.620978086	0.760442939	0.738222401	0.778883851	0.744905879	0.718844443	0.675630516	0.748841042	0.448313198	0.75411925	0.788195278	0.713810365	0.686627739	0.417983313	0.658149859	0.69176253	0.770641187	0.708046559	0.763504245	0.448071624	0.750863072
Z4-A	0.810078903	0.707105403	0.804780486	0.809571518	0.490711746	0.545227116	0.76793252	0.764759722	0.739201894	0.743993496	0.758290392	0.759616344	0.810152266	0.769653135	0.749488082	0.799300328	0.724049205	0.753861501	0.581599096	0.702236117	0.734657485	0.847150087	0.810371456	0.693671288	0.392120768	0.740470245	0.599001654	0.661489581	0.789284059	0.743315512	0.809743179	0.673578916	0.760244177	0.717460292	0.383325767	0.80462564	0.683484433	0.741467367	0	0.710635168	0.74440901	0.709212359	0.812146343	0.866821635	0.684583964	0.794610271	0.651313781	0.763294306	0.746398767	0.792847099	0.770270517	0.702207057	0.683432213	0.74995499	0.750903808	0.772197131	0.566885549	0.709425754	0.662386537	0.707132599	0.722680038	0.652899378	0.82031796	0.709527758	0.785936647	0.762183316	0.766108866
Z4-C	0.781387113	0.570041982	0.77986079	0.789402198	0.693404928	0.746372717	0.759272208	0.730725418	0.535044854	0.531786065	0.625968569	0.575970945	0.773165786	0.547266607	0.731906997	0.712176053	0.595286011	0.750332538	0.819894813	0.546562027	0.611453143	0.742797153	0.711753463	0.615616202	0.726268203	0.508648717	0.860335041	0.537354627	0.749461362	0.666784147	0.772575155	0.468665745	0.685550555	0.524710998	0.653603784	0.777198492	0.911400222	0.738032904	0.710635168	0	0.667385969	0.60337457	0.782351033	0.725751685	0.549620108	0.796356134	0.596239336	0.538814794	0.693526113	0.52918675	0.717459724	0.523949593	0.576320706	0.714065506	0.628166469	0.75719153	0.797573533	0.5146529	0.549983177	0.657761729	0.660600912	0.473661667	0.713350066	0.567336947	0.68073525	0.650689133	0.697074053
Z4-N	0.516635901	0.690995118	0.519787412	0.545441629	0.767394081	0.416162917	0.422026291	0.396526368	0.712446676	0.705661113	0.719025774	0.721457134	0.476133925	0.707852855	0.360638424	0.378965819	0.681826255	0.427941465	0.594494183	0.648561229	0.728464942	0.304853503	0.387398292	0.628175233	0.758153387	0.676360986	0.893673227	0.666678992	0.487294748	0.73949452	0.501421135	0.634921153	0.284723679	0.650308762	0.725775959	0.472176403	0.933409891	0.754745617	0.74440901	0.667385969	0	0.672528286	0.527567333	0.839029137	0.691317838	0.789664335	0.643686392	0.685768166	0.738250051	0.704238488	0.333604926	0.637645407	0.649637277	0.290614485	0.694615206	0.459115544	0.528482033	0.691644386	0.609239983	0.697629039	0.716548543	0.606306857	0.351108761	0.668523555	0.750227126	0.755444716	0.376834982
Z4-R	0.733368521	0.519393192	0.771229863	0.796679465	0.687655225	0.745236131	0.707481033	0.725953415	0.56106315	0.50406402	0.642541858	0.548230728	0.800112899	0.594871623	0.704894725	0.768556501	0.567336295	0.765748128	0.797118412	0.466595936	0.594876001	0.761233895	0.741789057	0.400210686	0.703125437	0.523306285	0.810565802	0.528173255	0.781961323	0.751505621	0.788068847	0.515185454	0.710196859	0.594220088	0.665892766	0.73219618	0.915037611	0.674865677	0.709212359	0.60337457	0.672528286	0	0.796446559	0.815589681	0.56716577	0.757574905	0.509861046	0.56534781	0.699717105	0.614763178	0.677436596	0.613871845	0.550317579	0.668667503	0.69117988	0.709593662	0.737457411	0.479864968	0.507143064	0.622536166	0.560731154	0.489798765	0.7515966	0.612471055	0.679570781	0.688283826	0.718933845
Z40-A	0.637264431	0.803010127	0.632707922	0.641736056	0.8512748	0.604246741	0.573546826	0.581343328	0.82387288	0.817047301	0.80157758	0.793367839	0.435088747	0.819476723	0.586658189	0.582775069	0.778861229	0.566152334	0.659384936	0.779073196	0.78713435	0.594090183	0.554216378	0.762794853	0.80806888	0.800329523	0.918388065	0.773601281	0.62928749	0.785310086	0.41619079	0.75957468	0.533161587	0.789047044	0.805724244	0.614754891	0.953091944	0.783017637	0.812146343	0.782351033	0.527567333	0.796446559	0	0.885113364	0.780418985	0.759119547	0.763044356	0.815792499	0.618384288	0.83591242	0.532990155	0.772083562	0.730669662	0.562073924	0.800291509	0.60304986	0.6356895	0.799780023	0.742110304	0.795524068	0.749004107	0.765559509	0.59957244	0.784781456	0.594953075	0.818253052	0.530908666
Z40-C	0.897459635	0.808769015	0.8936194	0.894883552	0.886463457	0.883477626	0.867435811	0.862631744	0.788360308	0.795081247	0.822252154	0.796955986	0.895215999	0.789484051	0.857340709	0.869501745	0.810031099	0.88220813	0.90264522	0.757664146	0.806082161	0.931036418	0.856651524	0.803960681	0.86510855	0.787035516	0.849884864	0.778067246	0.895579373	0.836543478	0.88142158	0.693053825	0.853262189	0.760000999	0.817277921	0.882920693	0.869117852	0.869088095	0.866821635	0.725751685	0.839029137	0.815589681	0.885113364	0	0.745745766	0.879000245	0.799732835	0.854490837	0.845719831	0.850567179	0.848592346	0.754438478	0.75232652	0.873333846	0.81194108	0.883374808	0.913056872	0.817612171	0.792164431	0.841824545	0.796687169	0.742598416	0.889426543	0.789020288	0.83773882	0.856667081	0.861540361
Z40-N	0.743394795	0.513762963	0.759892823	0.751895013	0.709677412	0.725646763	0.676973639	0.681751293	0.531368886	0.458931703	0.583950757	0.584192784	0.785030963	0.561962943	0.698235033	0.708764843	0.597794964	0.721147244	0.77357319	0.529813471	0.565745971	0.758060758	0.701887028	0.568831976	0.712979559	0.530001039	0.832651328	0.440781074	0.742830684	0.651917838	0.730952826	0.509537759	0.685254487	0.458538212	0.634700332	0.730679568	0.919422766	0.674566628	0.684583964	0.549620108	0.691317838	0.56716577	0.780418985	0.745745766	0	0.753542718	0.513576526	0.586788242	0.608520586	0.572592082	0.669084833	0.553681675	0.523723461	0.665421254	0.670745261	0.716268562	0.78123579	0.50149351	0.563386314	0.642893124	0.570389949	0.495069112	0.747151351	0.621958606	0.648271738	0.677459705	0.623564738
Z40-R	0.791536653	0.747027705	0.754664259	0.792026206	0.862108678	0.79442144	0.700241317	0.788181987	0.792615485	0.810513951	0.787860929	0.810903725	0.826475966	0.829310507	0.758767277	0.82391814	0.781128303	0.759656901	0.780283638	0.791495937	0.711284264	0.862432706	0.79184959	0.698357427	0.799253399	0.8113541	0.860578346	0.724412602	0.788897118	0.783299749	0.788909744	0.775873365	0.779885977	0.764281725	0.803189669	0.72062059	0.933121314	0.737001476	0.794610271	0.796356134	0.789664335	0.757574905	0.759119547	0.879000245	0.753542718	0	0.681573383	0.842159501	0.773212714	0.851539438	0.732965465	0.764172534	0.715283475	0.777722234	0.794385002	0.740338671	0.775492142	0.805976078	0.756115644	0.777106658	0.645124066	0.780114603	0.852208121	0.771557635	0.812748826	0.820184091	0.759975668
Z43-C	0.736374199	0.581133042	0.713354885	0.769315705	0.743227171	0.713630022	0.670599958	0.717070631	0.586297528	0.568894626	0.615677624	0.606599076	0.749219867	0.630286609	0.668186829	0.739932925	0.577240255	0.675321479	0.770689168	0.564948319	0.553074207	0.782235531	0.72945223	0.527763755	0.700630666	0.606731896	0.804721319	0.503083802	0.758559541	0.670700866	0.761481357	0.507074013	0.668681635	0.554420117	0.663572645	0.714494942	0.922524504	0.620978086	0.651313781	0.596239336	0.643686392	0.509861046	0.763044356	0.799732835	0.513576526	0.681573383	0	0.634589099	0.635614085	0.654552568	0.678466576	0.572923739	0.547174891	0.671536053	0.656778694	0.65784005	0.732243426	0.543847044	0.481072902	0.582789561	0.566244307	0.483093739	0.765629724	0.628282876	0.694708243	0.697568273	0.690125561
Z43-N	0.813366449	0.55996115	0.827571735	0.830994922	0.626793751	0.789081529	0.784803355	0.769272338	0.510896253	0.437448524	0.608677825	0.472016493	0.806189809	0.504069557	0.744967549	0.771987573	0.593896813	0.791657585	0.857406425	0.513055159	0.653348537	0.70641668	0.77635563	0.55905196	0.77464315	0.442802758	0.937738996	0.591315686	0.802139427	0.75552267	0.811531359	0.461467076	0.721664227	0.533772981	0.699146143	0.812249299	0.923245693	0.760442939	0.763294306	0.538814794	0.685768166	0.56534781	0.815792499	0.854490837	0.586788242	0.842159501	0.634589099	0	0.720053569	0.239834016	0.740571335	0.54989952	0.607206928	0.723295867	0.663675151	0.806600864	0.830670959	0.344221038	0.532955127	0.674195981	0.70446314	0.366937412	0.74050381	0.615891301	0.649322343	0.67430482	0.760010551
Z43-R	0.791568948	0.625855736	0.782435292	0.794307477	0.788159789	0.766701156	0.751643104	0.745826553	0.690422869	0.668431403	0.702424234	0.745831793	0.576550124	0.727334629	0.731408551	0.789005878	0.737071914	0.74296568	0.824162634	0.704322874	0.696621028	0.811585479	0.778028539	0.689952398	0.740007899	0.688704579	0.853896484	0.580255871	0.782463206	0.743822905	0.541713873	0.686443748	0.763482195	0.632178977	0.733236042	0.775215293	0.928145784	0.738222401	0.746398767	0.693526113	0.738250051	0.699717105	0.618384288	0.845719831	0.608520586	0.773212714	0.635614085	0.720053569	0	0.731548738	0.749126582	0.64655982	0.659768107	0.73282871	0.728923793	0.73806285	0.798228752	0.680711153	0.647503778	0.717252975	0.708167369	0.630858343	0.809312745	0.725632646	0.365097993	0.757702313	0.685480837
