	Z1-A	Z1-C	Z1-N	Z1-R	Z11-C	Z11-N	Z11-R	Z13-A	Z13-C	Z13-N	Z18-A	Z18-C	Z18-R	Z23-C	Z23-N	Z23-R	Z26-C	Z26-N	Z26-R	Z28-A	Z28-C	Z28-N	Z28-R	Z29-A	Z29-C	Z29-N	Z29-R	Z32-A	Z32-C	Z32-N	Z32-R	Z36-A	Z36-C	Z36-N	Z36-R	Z39-A	Z39-N	Z39-R	Z4-A	Z4-C	Z4-N	Z4-R	Z40-A	Z40-C	Z40-N	Z40-R	Z43-C	Z43-N	Z43-R	Z44-A	Z44-C	Z44-N	Z45-A	Z45-C	Z45-N	Z45-R	Z46-C	Z46-N	Z46-R	Z5-A	Z5-C	Z5-N	Z5-R	Z6-A	Z6-C	Z6-N	Z6-R
Z43-N	0.635789474	0.788947368	0.759473684	0.756842105	0.994736842	0.980526316	0.831052632	0.728947368	0.77	0.788947368	0.778947368	0.788947368	0.771578947	0.802105263	0.694210526	0.759473684	0.788947368	0.78	0.788947368	0.756842105	0.774736842	0.769473684	0.76	0.968947368	0.974736842	0.75	1	0.697894737	0.721578947	0.783684211	0.788947368	0.995789474	0.773684211	0.777894737	0.963684211	0.946842105	1	0.744210526	0.877368421	0.912631579	0.838421053	0.896315789	0.786842105	1	0.788947368	0.979473684	0.871052632	0	0.735789474	0.699473684	0.647894737	0.714736842	0.963684211	0.773157895	0.816842105	0.8	0.989473684	0.665263158	0.760526316	0.689473684	0.718421053	0.753157895	0.615263158	0.711052632	0.776842105	0.614736842	0.779473684
Z43-R	0.450526316	0.493157895	0.337894737	0.475263158	0.992105263	0.975263158	0.738947368	0.225263158	0.410526316	0.301578947	0.365263158	0.368947368	0.354210526	0.723157895	0.602105263	0.313157895	0.420526316	0.605789474	0.35	0.565263158	0.44	0.358421053	0.346842105	0.97	0.929473684	0.61	0.930526316	0.854736842	0.415263158	0.72	0.371052632	0.964210526	0.355789474	0.367368421	0.973157895	0.946842105	0.999473684	0.551578947	0.831578947	0.893684211	0.821052632	0.861578947	0.403684211	0.901052632	0.554736842	0.912631579	0.742105263	0.735789474	0	0.392105263	0.578947368	0.366315789	0.822105263	0.305789474	0.669473684	0.711052632	0.949473684	0.325263158	0.707368421	0.331052632	0.657894737	0.353157895	0.336315789	0.376315789	0.363684211	0.673157895	0.32
Z44-A	0.504736842	0.541578947	0.385789474	0.514736842	0.994736842	0.983157895	0.842631579	0.389473684	0.533684211	0.4	0.397368421	0.397368421	0.388421053	0.761052632	0.624736842	0.386315789	0.548947368	0.741052632	0.406842105	0.573157895	0.434210526	0.394210526	0.394736842	0.985263158	0.996315789	0.615789474	1	0.92	0.567368421	0.785263158	0.427368421	1	0.383684211	0.420526316	0.993157895	0.946842105	1	0.617894737	0.850526316	0.923684211	0.853684211	0.923157895	0.516315789	1	0.670526316	0.983684211	0.873157895	0.699473684	0.392105263	0	0.668947368	0.392105263	0.963684211	0.410526316	0.804210526	0.796842105	0.989473684	0.383684211	0.743157895	0.371052632	0.722631579	0.437368421	0.32	0.436315789	0.395263158	0.745789474	0.401578947
Z44-C	0.581052632	0.605263158	0.645789474	0.631052632	0.967894737	0.921578947	0.798421053	0.594210526	0.572105263	0.704210526	0.678947368	0.686315789	0.634210526	0.685263158	0.574736842	0.607368421	0.596842105	0.710526316	0.61	0.618947368	0.657368421	0.653157895	0.647368421	0.905263158	0.947368421	0.602631579	0.941052632	0.865789474	0.611578947	0.703684211	0.683684211	0.892631579	0.623157895	0.617368421	0.873684211	0.943684211	0.940526316	0.571578947	0.774736842	0.876315789	0.79	0.770526316	0.682631579	0.961052632	0.713157895	0.928421053	0.824210526	0.647894737	0.578947368	0.668947368	0	0.634210526	0.833157895	0.656315789	0.735789474	0.69	0.941052632	0.507894737	0.641578947	0.588421053	0.665263158	0.615263158	0.563684211	0.586315789	0.652631579	0.629473684	0.6
Z44-N	0.430526316	0.535263158	0.315789474	0.482105263	0.994736842	0.981578947	0.828947368	0.345263158	0.522105263	0.354736842	0.337368421	0.345263158	0.321578947	0.753684211	0.554736842	0.315263158	0.541578947	0.723684211	0.362631579	0.541578947	0.416315789	0.330526316	0.326842105	0.965263158	0.965789474	0.573157895	0.995263158	0.847368421	0.543684211	0.775789474	0.414736842	0.987894737	0.320526316	0.393684211	0.952631579	0.936315789	0.998421053	0.582631579	0.815263158	0.911052632	0.83	0.891052632	0.51	0.997894737	0.668421053	0.972105263	0.865263158	0.714736842	0.366315789	0.392105263	0.634210526	0	0.958421053	0.389473684	0.790526316	0.776315789	0.973684211	0.355263158	0.706315789	0.297368421	0.716842105	0.420526316	0.340526316	0.371578947	0.365789474	0.682631579	0.364210526
Z45-A	0.939473684	0.869473684	0.951052632	0.922105263	0.965263158	0.906842105	0.861052632	0.759473684	0.696842105	0.672105263	0.955789474	0.942631579	0.953684211	0.932105263	0.884736842	0.896842105	0.820526316	0.720526316	0.878947368	0.933157895	0.938947368	0.963684211	0.934736842	0.896842105	0.928947368	0.89	0.858947368	0.88	0.611578947	0.783157895	0.915263158	0.863684211	0.896315789	0.892631579	0.901578947	0.965789474	0.929473684	0.885789474	0.781052632	0.804210526	0.917894737	0.796315789	0.770526316	0.655263158	0.621052632	0.926842105	0.493157895	0.963684211	0.822105263	0.963684211	0.833157895	0.958421053	0	0.697894737	0.506842105	0.835789474	0.808947368	0.902105263	0.855263158	0.951052632	0.873684211	0.936315789	0.934210526	0.902105263	0.947368421	0.828947368	0.898421053
Z45-C	0.493157895	0.543684211	0.377894737	0.479473684	0.992105263	0.978947368	0.778421053	0.290526316	0.414736842	0.263157895	0.385789474	0.385789474	0.369473684	0.761052632	0.605263158	0.374210526	0.436842105	0.603684211	0.366842105	0.562631579	0.432631579	0.382631579	0.382631579	0.977894737	0.955263158	0.604210526	0.911052632	0.853157895	0.415789474	0.748947368	0.407368421	0.95	0.367894737	0.391578947	0.991052632	0.946842105	0.998421053	0.589473684	0.703157895	0.781052632	0.817368421	0.873684211	0.394210526	0.877368421	0.547894737	0.966315789	0.625789474	0.773157895	0.305789474	0.410526316	0.656315789	0.389473684	0.697894737	0	0.580526316	0.717894737	0.846315789	0.403157895	0.731052632	0.37	0.706315789	0.448947368	0.384736842	0.433157895	0.404210526	0.632631579	0.384210526
Z45-N	0.787368421	0.773157895	0.779473684	0.776842105	0.979473684	0.961578947	0.76	0.599473684	0.591578947	0.512105263	0.804210526	0.804210526	0.799473684	0.785789474	0.783684211	0.772105263	0.663684211	0.558421053	0.748421053	0.785789474	0.782631579	0.794736842	0.795789474	0.956315789	0.940526316	0.787894737	0.920526316	0.860526316	0.444736842	0.757894737	0.753684211	0.921052632	0.776842105	0.741578947	0.958947368	0.946842105	0.987368421	0.746842105	0.789473684	0.827368421	0.808421053	0.844210526	0.621578947	0.522105263	0.435789474	0.939473684	0.293684211	0.816842105	0.669473684	0.804210526	0.735789474	0.790526316	0.506842105	0.580526316	0	0.718421053	0.877894737	0.765263158	0.771578947	0.793684211	0.767894737	0.771052632	0.788947368	0.773684211	0.793684211	0.712105263	0.763157895
Z45-R	0.695789474	0.723157895	0.783684211	0.655789474	0.969473684	0.947368421	0.785789474	0.708947368	0.749473684	0.781578947	0.765789474	0.802631579	0.759473684	0.757894737	0.746842105	0.714210526	0.661578947	0.705789474	0.712631579	0.766842105	0.752105263	0.798947368	0.771578947	0.939473684	0.836842105	0.752631579	0.846842105	0.887894737	0.729473684	0.727368421	0.755789474	0.896842105	0.763157895	0.717368421	0.921578947	0.931578947	0.977368421	0.653157895	0.746842105	0.857368421	0.796842105	0.806842105	0.770526316	0.961052632	0.763684211	0.878421053	0.767368421	0.8	0.711052632	0.796842105	0.69	0.776315789	0.835789474	0.717894737	0.718421053	0	0.854736842	0.718421053	0.659473684	0.762631579	0.725263158	0.754210526	0.765263158	0.721052632	0.785263158	0.72	0.725789474
Z46-C	0.955263158	0.97	0.985263158	0.885789474	0.997894737	0.986315789	0.959473684	0.965263158	0.989473684	0.989473684	0.946315789	0.983684211	0.974210526	0.968421053	0.968421053	0.951052632	0.895789474	0.95	0.951052632	0.984736842	0.966315789	0.987894737	0.968421053	0.976315789	0.872631579	0.979473684	0.953157895	0.973684211	0.953157895	0.962105263	0.976315789	0.922631579	0.968947368	0.930526316	0.965789474	0.980526316	1	0.949473684	0.564736842	0.833157895	0.942105263	0.901052632	0.974210526	0.998421053	0.978947368	0.957368421	0.847368421	0.989473684	0.949473684	0.989473684	0.941052632	0.973684211	0.808947368	0.846315789	0.877894737	0.854736842	0	0.966315789	0.873684211	0.975789474	0.945263158	0.955263158	0.983157895	0.945263158	0.964736842	0.870526316	0.937368421
Z46-N	0.431052632	0.465263158	0.335263158	0.495789474	0.967894737	0.952631579	0.803157895	0.309473684	0.495263158	0.388421053	0.365263158	0.382105263	0.36	0.723157895	0.565789474	0.285263158	0.443684211	0.708421053	0.341052632	0.549473684	0.417894737	0.324210526	0.338947368	0.943684211	0.958947368	0.576842105	0.968421053	0.912105263	0.531052632	0.739473684	0.433157895	0.955789474	0.337368421	0.395263158	0.935789474	0.946842105	0.972631579	0.557894737	0.816842105	0.905789474	0.834210526	0.838947368	0.514736842	1	0.670526316	0.929473684	0.854210526	0.665263158	0.325263158	0.383684211	0.507894737	0.355263158	0.902105263	0.403157895	0.765263158	0.718421053	0.966315789	0	0.695789474	0.334210526	0.67	0.370526316	0.265789474	0.399473684	0.389473684	0.712105263	0.302105263
Z46-R	0.686842105	0.524736842	0.7	0.578421053	0.961578947	0.856315789	0.820526316	0.715263158	0.613157895	0.745789474	0.713157895	0.745789474	0.732631579	0.762631579	0.429473684	0.692631579	0.728421053	0.698421053	0.71	0.692631579	0.707368421	0.743157895	0.737368421	0.88	0.811578947	0.621052632	0.696315789	0.886315789	0.714736842	0.575789474	0.723684211	0.751578947	0.674736842	0.722105263	0.729473684	0.946842105	0.785263158	0.67	0.755789474	0.892105263	0.817894737	0.777894737	0.741052632	0.986315789	0.732105263	0.974210526	0.822105263	0.760526316	0.707368421	0.743157895	0.641578947	0.706315789	0.855263158	0.731052632	0.771578947	0.659473684	0.873684211	0.695789474	0	0.635789474	0.738421053	0.730526316	0.680526316	0.688947368	0.737894737	0.701578947	0.718947368
Z5-A	0.423157895	0.528947368	0.261052632	0.455263158	0.994736842	0.974736842	0.822105263	0.332105263	0.515789474	0.348421053	0.320526316	0.332631579	0.306315789	0.758947368	0.510526316	0.303157895	0.523684211	0.715789474	0.365789474	0.527894737	0.418947368	0.312631579	0.311052632	0.965789474	0.974210526	0.576842105	0.993157895	0.866842105	0.511578947	0.73	0.375789474	0.98	0.328421053	0.388947368	0.955789474	0.944210526	1	0.563684211	0.8	0.905789474	0.816842105	0.889473684	0.511052632	1	0.670526316	0.956315789	0.851578947	0.689473684	0.331052632	0.371052632	0.588421053	0.297368421	0.951052632	0.37	0.793684211	0.762631579	0.975789474	0.334210526	0.635789474	0	0.705789474	0.409473684	0.273157895	0.357368421	0.341578947	0.668947368	0.329473684
Z5-C	0.713157895	0.647368421	0.719473684	0.694210526	0.994736842	0.977894737	0.784210526	0.656315789	0.719473684	0.725789474	0.713684211	0.652631579	0.718421053	0.725789474	0.675263158	0.674210526	0.617894737	0.686842105	0.635263158	0.687894737	0.715263158	0.725789474	0.695789474	0.961578947	0.965263158	0.721578947	0.992631579	0.857368421	0.671052632	0.746842105	0.705263158	0.963157895	0.707368421	0.658421053	0.972631579	0.922105263	0.995789474	0.701578947	0.823157895	0.868947368	0.795263158	0.805263158	0.707368421	0.997368421	0.725263158	0.858947368	0.834736842	0.718421053	0.657894737	0.722631579	0.665263158	0.716842105	0.873684211	0.706315789	0.767894737	0.725263158	0.945263158	0.67	0.738421053	0.705789474	0	0.647894737	0.719473684	0.636842105	0.707368421	0.688421053	0.629473684
Z5-N	0.47	0.499473684	0.403684211	0.507894737	0.990526316	0.972105263	0.794736842	0.382105263	0.515789474	0.449473684	0.427368421	0.437368421	0.424736842	0.723157895	0.555263158	0.386842105	0.457368421	0.634210526	0.381578947	0.563684211	0.452105263	0.426315789	0.422105263	0.973684211	0.969473684	0.606842105	0.994736842	0.906842105	0.543157895	0.760526316	0.444210526	0.977894737	0.424210526	0.407368421	0.971052632	0.946842105	0.995789474	0.534210526	0.826315789	0.843157895	0.771052632	0.838947368	0.515263158	1	0.670526316	0.934736842	0.861578947	0.753157895	0.353157895	0.437368421	0.615263158	0.420526316	0.936315789	0.448947368	0.771052632	0.754210526	0.955263158	0.370526316	0.730526316	0.409473684	0.647894737	0	0.398947368	0.364736842	0.378947368	0.716315789	0.395263158
Z5-R	0.425263158	0.515789474	0.288947368	0.449473684	0.968947368	0.953157895	0.831052632	0.342631579	0.471578947	0.357894737	0.323157895	0.337368421	0.297368421	0.758947368	0.572105263	0.276315789	0.533157895	0.703684211	0.351052632	0.540526316	0.407368421	0.32	0.31	0.954736842	0.995789474	0.59	0.950526316	0.903684211	0.524210526	0.704736842	0.396315789	0.958421053	0.315263158	0.398947368	0.964210526	0.944210526	0.974210526	0.564210526	0.821578947	0.905789474	0.827894737	0.897368421	0.512631579	1	0.670526316	0.979473684	0.867894737	0.615263158	0.336315789	0.32	0.563684211	0.340526316	0.934210526	0.384736842	0.788947368	0.765263158	0.983157895	0.265789474	0.680526316	0.273157895	0.719473684	0.398947368	0	0.413157895	0.351578947	0.71	0.331578947
Z6-A	0.431578947	0.498421053	0.417894737	0.47	0.966315789	0.945263158	0.772105263	0.370526316	0.518421053	0.445263158	0.436315789	0.443157895	0.425789474	0.730526316	0.505789474	0.383684211	0.491052632	0.629473684	0.38	0.532631579	0.44	0.435263158	0.424736842	0.961578947	0.926315789	0.573157895	0.994210526	0.87	0.521052632	0.766842105	0.456315789	0.964210526	0.402631579	0.4	0.942105263	0.946842105	0.992105263	0.556315789	0.754210526	0.822105263	0.743684211	0.852105263	0.507368421	0.994210526	0.664736842	0.948947368	0.841052632	0.711052632	0.376315789	0.436315789	0.586315789	0.371578947	0.902105263	0.433157895	0.773684211	0.721052632	0.945263158	0.399473684	0.688947368	0.357368421	0.636842105	0.364736842	0.413157895	0	0.420526316	0.656842105	0.392105263
Z6-C	0.488421053	0.531052632	0.312105263	0.497894737	0.994736842	0.981052632	0.810526316	0.351578947	0.523684211	0.363157895	0.323684211	0.329473684	0.312105263	0.750526316	0.612105263	0.309473684	0.452631579	0.721052632	0.347368421	0.566842105	0.412631579	0.317368421	0.312631579	0.978947368	0.980526316	0.612105263	0.993157895	0.9	0.562631579	0.782631579	0.398947368	0.987368421	0.342105263	0.386842105	0.975789474	0.937368421	1	0.493684211	0.850526316	0.916842105	0.841578947	0.78	0.503684211	1	0.663684211	0.957894737	0.863684211	0.776842105	0.363684211	0.395263158	0.652631579	0.365789474	0.947368421	0.404210526	0.793684211	0.785263158	0.964736842	0.389473684	0.737894737	0.341578947	0.707368421	0.378947368	0.351578947	0.420526316	0	0.734736842	0.344210526
Z6-N	0.601052632	0.749473684	0.72	0.681578947	0.883684211	0.961052632	0.795789474	0.687368421	0.726315789	0.754736842	0.734736842	0.711052632	0.731578947	0.776315789	0.662105263	0.721052632	0.675263158	0.743157895	0.74	0.687368421	0.740526316	0.735263158	0.707368421	0.940526316	0.968421053	0.641052632	0.951578947	0.733157895	0.664736842	0.770526316	0.724210526	0.947894737	0.727894737	0.696842105	0.961578947	0.941052632	0.888947368	0.687368421	0.715263158	0.799473684	0.794736842	0.846842105	0.719473684	0.989473684	0.754736842	0.939473684	0.753684211	0.614736842	0.673157895	0.745789474	0.629473684	0.682631579	0.828947368	0.632631579	0.712105263	0.72	0.870526316	0.712105263	0.701578947	0.668947368	0.688421053	0.716315789	0.71	0.656842105	0.734736842	0	0.696315789
Z6-R	0.442105263	0.484736842	0.306315789	0.462105263	0.994736842	0.982105263	0.793157895	0.303157895	0.522105263	0.362631579	0.295789474	0.335263158	0.332105263	0.723157895	0.613684211	0.289473684	0.405789474	0.687368421	0.298947368	0.559473684	0.404736842	0.302105263	0.282631579	0.967368421	0.962631579	0.605263158	0.951578947	0.885789474	0.547368421	0.768947368	0.357368421	0.965263158	0.328947368	0.345789474	0.972631579	0.931052632	1	0.574210526	0.792105263	0.908421053	0.83	0.852631579	0.484210526	1	0.648421053	0.875263158	0.842105263	0.779473684	0.32	0.401578947	0.6	0.364210526	0.898421053	0.384210526	0.763157895	0.725789474	0.937368421	0.302105263	0.718947368	0.329473684	0.629473684	0.395263158	0.331578947	0.392105263	0.344210526	0.696315789	0
