	Z1-A	Z1-C	Z1-N	Z1-R	Z11-C	Z11-N	Z11-R	Z13-A	Z13-C	Z13-N	Z18-A	Z18-C	Z18-R	Z23-C	Z23-N	Z23-R	Z26-C	Z26-N	Z26-R	Z28-A	Z28-C	Z28-N	Z28-R	Z29-A	Z29-C	Z29-N	Z29-R	Z32-A	Z32-C	Z32-N	Z32-R	Z36-A	Z36-C	Z36-N	Z36-R	Z39-A	Z39-N	Z39-R	Z4-A	Z4-C	Z4-N	Z4-R	Z40-A	Z40-C	Z40-N	Z40-R	Z43-C	Z43-N	Z43-R	Z44-A	Z44-C	Z44-N	Z45-A	Z45-C	Z45-N	Z45-R	Z46-C	Z46-N	Z46-R	Z5-A	Z5-C	Z5-N	Z5-R	Z6-A	Z6-C	Z6-N	Z6-R
Z36-A	0.929824561	0.933333333	0.93442623	0.885245902	0.909090909	0.811320755	0.869565217	0.931034483	0.952380952	1	0.96	0.973684211	0.921568627	0.941176471	0.862068966	0.87037037	0.933333333	0.887640449	0.887096774	0.923076923	0.921875	1	0.927272727	0.925925926	0.898305085	0.947368421	0.893617021	0.962962963	0.957746479	0.878787879	0.981481481	0	0.897959184	0.93877551	0.863636364	1	0.9375	0.888888889	0.795918367	0.893617021	0.865384615	0.931818182	0.972222222	0.96969697	0.957446809	0.975903614	0.884057971	0.973684211	0.944444444	1	0.921875	0.941176471	0.887096774	0.928571429	0.857142857	0.882352941	0.875	0.934782609	0.793650794	0.903846154	0.940298507	0.913043478	0.902439024	0.888888889	0.955555556	0.914893617	0.907407407
Z36-C	0.85	0.782608696	0.822580645	0.8125	0.871794872	0.836065574	0.853333333	0.833333333	0.761904762	0.794117647	0.846153846	0.825	0.788461538	0.810810811	0.786885246	0.789473684	0.833333333	0.797752809	0.815384615	0.857142857	0.833333333	0.763157895	0.844827586	0.842105263	0.957142857	0.769230769	0.928571429	0.857142857	0.794117647	0.811594203	0.833333333	0.897959184	0	0.75	0.925925926	0.9	0.975609756	0.826666667	0.824561404	0.695652174	0.735849057	0.804347826	0.845070423	0.975609756	0.8125	0.952941176	0.851351351	0.763157895	0.818181818	0.757575758	0.850746269	0.807692308	0.850746269	0.795454545	0.727272727	0.868131868	0.85483871	0.8125	0.849315068	0.839285714	0.855072464	0.765957447	0.738095238	0.818181818	0.804347826	0.795918367	0.803571429
Z36-N	0.803571429	0.8	0.816666667	0.825396825	0.864864865	0.868852459	0.833333333	0.827586207	0.717948718	0.741935484	0.791666667	0.783783784	0.78	0.764705882	0.819672131	0.803571429	0.772727273	0.846153846	0.80952381	0.807692308	0.80952381	0.714285714	0.818181818	0.857142857	0.955882353	0.756756757	0.945454545	0.784313725	0.823529412	0.805970149	0.803921569	0.93877551	0.75	0	0.901960784	0.91011236	0.974358974	0.821917808	0.879310345	0.765957447	0.725490196	0.76744186	0.873239437	1	0.829787234	0.958579882	0.847222222	0.75	0.764705882	0.741935484	0.790322581	0.775510204	0.80952381	0.785714286	0.772727273	0.865168539	0.904761905	0.75	0.845070423	0.74	0.833333333	0.727272727	0.725	0.8125	0.675	0.760869565	0.773584906
Z36-R	0.916666667	0.916666667	0.954545455	0.909090909	0.947368421	0.936507937	0.935064935	0.918032787	0.933333333	0.942857143	0.962962963	0.976190476	0.907407407	0.888888889	0.888888889	0.916666667	0.916666667	0.915789474	0.841269841	0.909090909	0.859375	0.976190476	0.95	0.931034483	0.887096774	0.9	0.901960784	0.928571429	0.931506849	0.931506849	0.982758621	0.863636364	0.925925926	0.901960784	0	0.956043956	0.972972973	0.909090909	0.875	0.923076923	0.894736842	0.891304348	0.96	0.944444444	0.960784314	0.964285714	0.875	0.951219512	0.948275862	0.972222222	0.876923077	0.884615385	0.926470588	0.957446809	0.893617021	0.862068966	0.901639344	0.895833333	0.84057971	0.910714286	0.943661972	0.941176471	0.934782609	0.927536232	0.9375	0.942307692	0.93220339
Z39-A	0.907216495	0.905882353	0.921568627	0.913461538	0.948051948	0.897959184	0.921052632	0.919191919	0.914634146	0.901408451	0.91011236	0.909090909	0.901098901	0.905405405	0.911764706	0.918367347	0.918604651	0.925373134	0.882352941	0.925531915	0.914285714	0.894736842	0.905263158	0.93814433	0.971962617	0.91025641	0.978947368	0.913978495	0.898148148	0.9375	0.888888889	1	0.9	0.91011236	0.956043956	0	1	0.913043478	0.96	0.922222222	0.916666667	0.917647059	0.918181818	1	0.906976744	0.95631068	0.939130435	0.909090909	0.926315789	0.901408451	0.914285714	0.9	0.934579439	0.915662651	0.918604651	0.914728682	0.941176471	0.91954023	0.938596491	0.914893617	0.905660377	0.920454545	0.902439024	0.935185185	0.891566265	0.909090909	0.905263158
Z39-N	0.979166667	0.941176471	0.960784314	1	0.857142857	0.959183673	0.96875	0.979591837	0.933333333	1	0.974358974	1	1	1	0.981132075	0.979166667	1	0.988372093	0.982142857	1	0.982142857	1	1	0.977777778	0.980769231	0.962962963	0.918918919	0.976744186	1	0.983606557	1	0.9375	0.975609756	0.974358974	0.972972973	1	0	0.96969697	0.97826087	0.974358974	0.97826087	0.970588235	1	1	1	1	0.984375	1	0.977272727	1	0.963636364	0.975609756	0.982142857	0.96875	0.971428571	0.987804878	1	0.972222222	0.950819672	1	0.982758621	0.972972973	0.96875	0.98245614	1	0.973684211	1
Z39-R	0.782051282	0.845070423	0.835294118	0.813953488	0.888888889	0.831325301	0.795698925	0.753246753	0.761904762	0.86440678	0.837837838	0.876923077	0.746478873	0.852459016	0.780487805	0.782051282	0.776119403	0.8125	0.816091954	0.815789474	0.802325581	0.841269841	0.82278481	0.87804878	0.9	0.84375	0.963855422	0.831168831	0.838709677	0.826086957	0.858974359	0.888888889	0.826666667	0.821917808	0.909090909	0.913043478	0.96969697	0	0.879518072	0.821917808	0.776315789	0.842857143	0.886597938	0.985074627	0.863013699	0.926315789	0.84375	0.803278689	0.818181818	0.86440678	0.816091954	0.810810811	0.868131868	0.871428571	0.828571429	0.837837838	0.897727273	0.797101449	0.842105263	0.786666667	0.858695652	0.782608696	0.765625	0.818181818	0.753846154	0.802816901	0.8375
Z4-A	0.895522388	0.890909091	0.931506849	0.85915493	0.911111111	0.865671642	0.890243902	0.897058824	0.903846154	0.904761905	0.898305085	0.893617021	0.920634921	0.886363636	0.820895522	0.825396825	0.890909091	0.88	0.861111111	0.887096774	0.891891892	0.916666667	0.892307692	0.873015873	0.869565217	0.872340426	0.93442623	0.887096774	0.9125	0.855263158	0.920634921	0.795918367	0.824561404	0.879310345	0.875	0.96	0.97826087	0.879518072	0	0.859649123	0.8	0.867924528	0.93902439	0.955555556	0.892857143	0.977653631	0.846153846	0.893617021	0.923076923	0.904761905	0.876712329	0.883333333	0.861111111	0.84	0.87037037	0.826086957	0.865671642	0.872727273	0.828947368	0.870967742	0.894736842	0.894736842	0.884615385	0.863013699	0.928571429	0.857142857	0.875
Z4-C	0.803571429	0.744186047	0.775862069	0.806451613	0.864864865	0.810344828	0.816901408	0.807017544	0.717948718	0.78125	0.84	0.815789474	0.78	0.8	0.779661017	0.759259259	0.826086957	0.833333333	0.846153846	0.784313725	0.790322581	0.75	0.796296296	0.877192982	0.940298507	0.789473684	0.964285714	0.872727273	0.805970149	0.805970149	0.87037037	0.893617021	0.695652174	0.765957447	0.923076923	0.922222222	0.974358974	0.821917808	0.859649123	0	0.673469388	0.795454545	0.888888889	0.974358974	0.829787234	0.964705882	0.830985915	0.676470588	0.764705882	0.741935484	0.790322581	0.75	0.846153846	0.785714286	0.772727273	0.865168539	0.887096774	0.720930233	0.828571429	0.764705882	0.850746269	0.727272727	0.692307692	0.774193548	0.738095238	0.733333333	0.839285714
Z4-N	0.724137931	0.755102041	0.741935484	0.753846154	0.886363636	0.774193548	0.802631579	0.728813559	0.704545455	0.820512821	0.839285714	0.818181818	0.666666667	0.775	0.661016949	0.701754386	0.78	0.769230769	0.828571429	0.745454545	0.794117647	0.731707317	0.779661017	0.85483871	0.916666667	0.76744186	0.984375	0.810344828	0.774647887	0.739130435	0.847457627	0.865384615	0.735849057	0.725490196	0.894736842	0.916666667	0.97826087	0.776315789	0.8	0.673469388	0	0.775510204	0.855263158	1	0.872727273	0.966101695	0.8	0.666666667	0.727272727	0.756756757	0.71875	0.735849057	0.828571429	0.816326531	0.729166667	0.813186813	0.848484848	0.680851064	0.780821918	0.653846154	0.816901408	0.6875	0.619047619	0.703125	0.723404255	0.72	0.8
Z4-R	0.830188679	0.775	0.862068966	0.85	0.84375	0.857142857	0.838235294	0.811320755	0.783783784	0.740740741	0.847826087	0.75	0.833333333	0.724137931	0.803571429	0.830188679	0.743589744	0.888888889	0.833333333	0.836734694	0.852459016	0.787878788	0.846153846	0.770833333	0.918032787	0.677419355	0.960784314	0.787234043	0.863636364	0.863636364	0.857142857	0.931818182	0.804347826	0.76744186	0.891304348	0.917647059	0.970588235	0.842857143	0.867924528	0.795454545	0.775510204	0	0.880597015	1	0.837209302	0.957317073	0.852941176	0.75	0.816326531	0.740740741	0.813559322	0.804347826	0.813559322	0.789473684	0.743589744	0.870588235	0.857142857	0.75	0.833333333	0.816326531	0.8	0.756097561	0.789473684	0.836065574	0.769230769	0.790697674	0.823529412
Z40-A	0.858974359	0.865671642	0.851851852	0.870588235	0.915254237	0.890243902	0.895833333	0.860759494	0.838709677	0.849056604	0.888888889	0.824561404	0.847222222	0.857142857	0.880952381	0.844155844	0.848484848	0.876106195	0.845238095	0.88	0.897727273	0.844827586	0.84	0.868421053	0.943181818	0.847457627	0.974358974	0.864864865	0.853932584	0.866666667	0.863013699	0.972222222	0.845070423	0.873239437	0.96	0.918181818	1	0.886597938	0.93902439	0.888888889	0.855263158	0.880597015	0	0.983606557	0.867647059	0.923913043	0.882978723	0.844827586	0.802816901	0.849056604	0.831325301	0.876712329	0.858823529	0.876923077	0.830769231	0.891891892	0.903614458	0.867647059	0.905263158	0.866666667	0.875	0.852941176	0.841269841	0.886363636	0.846153846	0.838235294	0.824324324
Z40-C	1	1	1	1	0.956521739	0.98	0.96875	0.936170213	0.933333333	0.95	1	1	0.976190476	0.956521739	0.981132075	0.979166667	0.971428571	0.976470588	0.982142857	0.976744186	0.963636364	1	1	0.954545455	0.960784314	1	0.947368421	0.976744186	0.966666667	0.983606557	0.976190476	0.96969697	0.975609756	1	0.944444444	1	1	0.985074627	0.955555556	0.974358974	1	1	0.983606557	0	0.942857143	0.974025974	0.968253968	1	0.977272727	1	0.982142857	0.975609756	0.963636364	0.96875	0.971428571	0.9625	0.98	1	0.984126984	1	0.982758621	1	1	0.98245614	1	0.973684211	1
Z40-N	0.836363636	0.840909091	0.866666667	0.85483871	0.852941176	0.821428571	0.875	0.859649123	0.794871795	0.714285714	0.804347826	0.8	0.862745098	0.78125	0.868852459	0.814814815	0.813953488	0.879120879	0.838709677	0.865384615	0.857142857	0.8	0.807692308	0.87037037	0.903225806	0.805555556	0.921568627	0.82	0.850746269	0.850746269	0.791666667	0.957446809	0.8125	0.829787234	0.960784314	0.906976744	1	0.863013699	0.892857143	0.829787234	0.872727273	0.837209302	0.867647059	0.942857143	0	0.964071856	0.873239437	0.8	0.823529412	0.75862069	0.892307692	0.836734694	0.857142857	0.8	0.813953488	0.886363636	0.9	0.844444444	0.887323944	0.867924528	0.878787879	0.847826087	0.829268293	0.876923077	0.80952381	0.85106383	0.830188679
Z40-R	0.960674157	0.951219512	0.967213115	0.945054945	0.987341772	0.966850829	0.902173913	0.937142857	0.95	0.967105263	0.958579882	0.96835443	0.947058824	0.961038961	0.950276243	0.942857143	0.944785276	0.938095238	0.915730337	0.959537572	0.927777778	0.974842767	0.948275862	0.935672515	0.955801105	0.962025316	0.98265896	0.947368421	0.963350785	0.935483871	0.947058824	0.975903614	0.952941176	0.958579882	0.964285714	0.95631068	1	0.926315789	0.977653631	0.964705882	0.966101695	0.957317073	0.923913043	0.974025974	0.964071856	0	0.947643979	0.96835443	0.941520468	0.973856209	0.933701657	0.952941176	0.93956044	0.969512195	0.944785276	0.936893204	0.961111111	0.957831325	0.958333333	0.959770115	0.928571429	0.951807229	0.969512195	0.968085106	0.950920245	0.939393939	0.936046512
Z43-C	0.85	0.871428571	0.843373494	0.821428571	0.901639344	0.853658537	0.840425532	0.82278481	0.80952381	0.857142857	0.878378378	0.852459016	0.805555556	0.844827586	0.831325301	0.773333333	0.784615385	0.796296296	0.837209302	0.84	0.80952381	0.870967742	0.860759494	0.873417722	0.896551724	0.836065574	0.922077922	0.855263158	0.858695652	0.806818182	0.883116883	0.884057971	0.851351351	0.847222222	0.875	0.939130435	0.984375	0.84375	0.846153846	0.830985915	0.8	0.852941176	0.882978723	0.968253968	0.873239437	0.947643979	0	0.833333333	0.826666667	0.836363636	0.837209302	0.835616438	0.850574713	0.830769231	0.820895522	0.822429907	0.839506173	0.805970149	0.797752809	0.826666667	0.853932584	0.842857143	0.8125	0.852272727	0.852941176	0.828571429	0.831168831
Z43-N	0.682926829	0.794117647	0.739130435	0.755102041	0.84	0.833333333	0.816666667	0.658536585	0.576923077	0.631578947	0.783783784	0.72	0.666666667	0.681818182	0.717391304	0.714285714	0.794117647	0.820512821	0.872727273	0.675675676	0.784313725	0.608695652	0.7	0.813953488	0.964285714	0.68	1	0.804878049	0.711538462	0.824561404	0.829268293	0.973684211	0.763157895	0.75	0.951219512	0.909090909	1	0.803278689	0.893617021	0.676470588	0.666666667	0.75	0.844827586	1	0.8	0.96835443	0.833333333	0	0.684210526	0.470588235	0.734693878	0.694444444	0.851851852	0.733333333	0.757575758	0.871794872	0.923076923	0.551724138	0.830508475	0.648648649	0.79245283	0.696969697	0.538461538	0.74	0.620689655	0.625	0.790697674
Z43-R	0.75862069	0.795918367	0.774193548	0.784615385	0.880952381	0.84375	0.828947368	0.762711864	0.69047619	0.777777778	0.833333333	0.80952381	0.730769231	0.794871795	0.815384615	0.75862069	0.770833333	0.817204301	0.857142857	0.781818182	0.823529412	0.75	0.771929825	0.85	0.914285714	0.785714286	0.95	0.824561404	0.768115942	0.785714286	0.842105263	0.944444444	0.818181818	0.764705882	0.948275862	0.926315789	0.977272727	0.818181818	0.923076923	0.764705882	0.727272727	0.816326531	0.802816901	0.977272727	0.823529412	0.941520468	0.826666667	0.684210526	0	0.742857143	0.75	0.773584906	0.823529412	0.755555556	0.795918367	0.860215054	0.895522388	0.723404255	0.808219178	0.716981132	0.845070423	0.70212766	0.697674419	0.772727273	0.711111111	0.680851064	0.771929825
Z44-A	0.8	0.75	0.790697674	0.829787234	0.789473684	0.837209302	0.879310345	0.775	0.590909091	0.461538462	0.78125	0.631578947	0.727272727	0.5625	0.822222222	0.769230769	0.75	0.883116883	0.857142857	0.771428571	0.833333333	0.555555556	0.789473684	0.846153846	0.980392157	0.65	1	0.805555556	0.826923077	0.849056604	0.8	1	0.757575758	0.741935484	0.972222222	0.901408451	1	0.86440678	0.904761905	0.741935484	0.756756757	0.740740741	0.849056604	1	0.75862069	0.973856209	0.836363636	0.470588235	0.742857143	0	0.808510638	0.757575758	0.833333333	0.666666667	0.75	0.891891892	0.913043478	0.666666667	0.854545455	0.742857143	0.84	0.724137931	0.608695652	0.8125	0.692307692	0.733333333	0.820512821
Z44-C	0.746268657	0.836065574	0.777777778	0.753424658	0.907407407	0.883116883	0.852272727	0.712121212	0.735849057	0.857142857	0.863636364	0.830188679	0.761904762	0.82	0.780821918	0.782608696	0.754385965	0.859813084	0.789473684	0.725806452	0.789473684	0.734693878	0.738461538	0.875	0.952380952	0.811320755	0.986486486	0.855072464	0.817073171	0.817073171	0.869565217	0.921875	0.850746269	0.790322581	0.876923077	0.914285714	0.963636364	0.816091954	0.876712329	0.790322581	0.71875	0.813559322	0.831325301	0.982142857	0.892307692	0.933701657	0.837209302	0.734693878	0.75	0.808510638	0	0.815384615	0.805194805	0.827586207	0.796610169	0.843137255	0.925	0.641509434	0.835294118	0.75	0.825	0.783333333	0.740740741	0.792207792	0.75	0.701754386	0.757575758
Z44-N	0.745454545	0.782608696	0.783333333	0.793650794	0.9	0.85483871	0.853333333	0.771929825	0.731707317	0.794117647	0.846153846	0.825	0.714285714	0.742857143	0.766666667	0.767857143	0.808510638	0.836956522	0.867647059	0.769230769	0.777777778	0.763157895	0.803571429	0.862068966	0.910447761	0.769230769	0.965517241	0.79245283	0.828571429	0.811594203	0.854545455	0.941176471	0.807692308	0.775510204	0.884615385	0.9	0.975609756	0.810810811	0.883333333	0.75	0.735849057	0.804347826	0.876712329	0.975609756	0.836734694	0.952941176	0.835616438	0.694444444	0.773584906	0.757575758	0.815384615	0	0.867647059	0.795454545	0.782608696	0.842696629	0.85483871	0.733333333	0.816901408	0.75	0.855072464	0.765957447	0.738095238	0.8	0.75	0.770833333	0.844827586
Z45-A	0.849315068	0.836065574	0.871794872	0.848101266	0.886792453	0.837837838	0.865168539	0.835616438	0.803571429	0.833333333	0.863636364	0.851851852	0.852941176	0.82	0.828947368	0.816901408	0.816666667	0.859813084	0.820512821	0.855072464	0.864197531	0.851851852	0.828571429	0.842857143	0.926829268	0.833333333	0.958333333	0.855072464	0.885057471	0.7875	0.869565217	0.887096774	0.850746269	0.80952381	0.926470588	0.934579439	0.982142857	0.868131868	0.861111111	0.846153846	0.828571429	0.813559322	0.858823529	0.963636364	0.857142857	0.93956044	0.850574713	0.851851852	0.823529412	0.833333333	0.805194805	0.867647059	0	0.807017544	0.816666667	0.831683168	0.897435897	0.8	0.821428571	0.84057971	0.839506173	0.841269841	0.827586207	0.851851852	0.833333333	0.84375	0.794117647
Z45-C	0.823529412	0.825	0.857142857	0.824561404	0.833333333	0.851851852	0.884057971	0.826923077	0.735294118	0.666666667	0.840909091	0.774193548	0.8	0.75	0.818181818	0.823529412	0.763157895	0.873563218	0.827586207	0.804347826	0.866666667	0.733333333	0.816326531	0.836734694	0.933333333	0.741935484	0.9375	0.804347826	0.841269841	0.841269841	0.826086957	0.928571429	0.795454545	0.785714286	0.957446809	0.915662651	0.96875	0.871428571	0.84	0.785714286	0.816326531	0.789473684	0.876923077	0.96875	0.8	0.969512195	0.830769231	0.733333333	0.755555556	0.666666667	0.827586207	0.795454545	0.807017544	0	0.72972973	0.853658537	0.892857143	0.8	0.846153846	0.808510638	0.870967742	0.775	0.777777778	0.85	0.789473684	0.780487805	0.84
Z45-N	0.788461538	0.75	0.803571429	0.833333333	0.8125	0.773584906	0.84057971	0.769230769	0.722222222	0.703703704	0.85106383	0.794117647	0.760869565	0.689655172	0.785714286	0.811320755	0.648648649	0.811764706	0.796610169	0.765957447	0.816666667	0.71875	0.826923077	0.8	0.936507937	0.727272727	0.961538462	0.816326531	0.830769231	0.793650794	0.787234043	0.857142857	0.727272727	0.772727273	0.893617021	0.918604651	0.971428571	0.828571429	0.87037037	0.772727273	0.729166667	0.743589744	0.830769231	0.971428571	0.813953488	0.944785276	0.820895522	0.757575758	0.795918367	0.75	0.796610169	0.782608696	0.816666667	0.72972973	0	0.858823529	0.879310345	0.725	0.818181818	0.795918367	0.859375	0.731707317	0.763157895	0.857142857	0.804878049	0.822222222	0.78
Z45-R	0.817204301	0.858823529	0.893203883	0.806122449	0.924050633	0.857142857	0.876106195	0.831578947	0.865853659	0.891891892	0.89010989	0.913580247	0.831460674	0.866666667	0.789473684	0.804347826	0.831325301	0.834645669	0.843137255	0.858695652	0.843137255	0.886075949	0.863157895	0.873684211	0.871287129	0.858974359	0.925531915	0.894736842	0.861111111	0.85046729	0.88172043	0.882352941	0.868131868	0.865168539	0.862068966	0.914728682	0.987804878	0.837837838	0.826086957	0.865168539	0.813186813	0.870588235	0.891891892	0.9625	0.886363636	0.936893204	0.822429907	0.871794872	0.860215054	0.891891892	0.843137255	0.842696629	0.831683168	0.853658537	0.858823529	0	0.845360825	0.847058824	0.80952381	0.835164835	0.888888889	0.887640449	0.853658537	0.855769231	0.870588235	0.850574713	0.863157895
Z46-C	0.852941176	0.898305085	0.921052632	0.835616438	0.960784314	0.888888889	0.895348837	0.887323944	0.929824561	0.913043478	0.887096774	0.901960784	0.857142857	0.872340426	0.830985915	0.835820896	0.859649123	0.862745098	0.883116883	0.926470588	0.883116883	0.901960784	0.882352941	0.913043478	0.876712329	0.86	0.904761905	0.893939394	0.903614458	0.890243902	0.909090909	0.875	0.85483871	0.904761905	0.901639344	0.941176471	1	0.897727273	0.865671642	0.887096774	0.848484848	0.857142857	0.903614458	0.98	0.9	0.961111111	0.839506173	0.923076923	0.895522388	0.913043478	0.925	0.85483871	0.897435897	0.892857143	0.879310345	0.845360825	0	0.9	0.851851852	0.895522388	0.913580247	0.883333333	0.892857143	0.898734177	0.896551724	0.903225806	0.865671642
Z46-N	0.666666667	0.785714286	0.716981132	0.732142857	0.852941176	0.821428571	0.826086957	0.617021277	0.657142857	0.75862069	0.804347826	0.8	0.711111111	0.741935484	0.745454545	0.693877551	0.692307692	0.827586207	0.857142857	0.688888889	0.736842105	0.6	0.680851064	0.826923077	0.9375	0.696969697	0.962264151	0.843137255	0.796875	0.796875	0.84	0.934782609	0.8125	0.75	0.895833333	0.91954023	0.972222222	0.797101449	0.872727273	0.720930233	0.680851064	0.75	0.867647059	1	0.844444444	0.957831325	0.805970149	0.551724138	0.723404255	0.666666667	0.641509434	0.733333333	0.8	0.8	0.725	0.847058824	0.9	0	0.784615385	0.723404255	0.825396825	0.707317073	0.628571429	0.762711864	0.684210526	0.714285714	0.734693878
Z46-R	0.848101266	0.818181818	0.8125	0.804878049	0.9	0.776315789	0.85106383	0.835443038	0.84375	0.875	0.861111111	0.887096774	0.835616438	0.842105263	0.769230769	0.833333333	0.852941176	0.837837838	0.875	0.837837838	0.821428571	0.868852459	0.873417722	0.857142857	0.855421687	0.833333333	0.891891892	0.883116883	0.869565217	0.804597701	0.896103896	0.793650794	0.849315068	0.845070423	0.84057971	0.938596491	0.950819672	0.842105263	0.828947368	0.828571429	0.780821918	0.833333333	0.905263158	0.984126984	0.887323944	0.958333333	0.797752809	0.830508475	0.808219178	0.854545455	0.835294118	0.816901408	0.821428571	0.846153846	0.818181818	0.80952381	0.851851852	0.784615385	0	0.757142857	0.89010989	0.823529412	0.80952381	0.837209302	0.850746269	0.808823529	0.858974359
Z5-A	0.75862069	0.82	0.733333333	0.725806452	0.906976744	0.766666667	0.828947368	0.762711864	0.720930233	0.810810811	0.811320755	0.80952381	0.705882353	0.794871795	0.737704918	0.779661017	0.770833333	0.829787234	0.873239437	0.711538462	0.823529412	0.75	0.793103448	0.868852459	0.95890411	0.813953488	0.983870968	0.824561404	0.785714286	0.768115942	0.842105263	0.903846154	0.839285714	0.74	0.910714286	0.914893617	1	0.786666667	0.870967742	0.764705882	0.653846154	0.816326531	0.866666667	1	0.867924528	0.959770115	0.826666667	0.648648649	0.716981132	0.742857143	0.75	0.75	0.84057971	0.808510638	0.795918367	0.835164835	0.895522388	0.723404255	0.757142857	0	0.828571429	0.755102041	0.634146341	0.753846154	0.711111111	0.708333333	0.813559322
Z5-C	0.853333333	0.859375	0.888888889	0.865853659	0.929824561	0.886075949	0.829545455	0.824324324	0.85	0.862745098	0.833333333	0.836363636	0.857142857	0.849056604	0.848101266	0.837837838	0.841269841	0.862385321	0.839506173	0.85915493	0.880952381	0.877192982	0.849315068	0.863013699	0.941176471	0.839285714	0.973333333	0.842857143	0.848837209	0.875	0.857142857	0.940298507	0.855072464	0.833333333	0.943661972	0.905660377	0.982758621	0.858695652	0.894736842	0.850746269	0.816901408	0.8	0.875	0.982758621	0.878787879	0.928571429	0.853932584	0.79245283	0.845070423	0.84	0.825	0.855072464	0.839506173	0.870967742	0.859375	0.888888889	0.913580247	0.825396825	0.89010989	0.828571429	0	0.846153846	0.852459016	0.827160494	0.819672131	0.8125	0.8
Z5-N	0.773584906	0.761904762	0.767857143	0.819672131	0.857142857	0.824561404	0.811594203	0.777777778	0.666666667	0.766666667	0.808510638	0.771428571	0.717391304	0.75	0.75	0.773584906	0.761904762	0.816091954	0.841269841	0.75	0.803278689	0.696969697	0.788461538	0.830188679	0.954545455	0.705882353	0.962962963	0.823529412	0.818181818	0.8	0.843137255	0.913043478	0.765957447	0.727272727	0.941176471	0.920454545	0.972972973	0.782608696	0.894736842	0.727272727	0.6875	0.756097561	0.852941176	1	0.847826087	0.951807229	0.842857143	0.696969697	0.70212766	0.724137931	0.783333333	0.765957447	0.841269841	0.775	0.731707317	0.887640449	0.883333333	0.707317073	0.823529412	0.755102041	0.846153846	0	0.675675676	0.786885246	0.657894737	0.720930233	0.788461538
Z5-R	0.695652174	0.794871795	0.666666667	0.711538462	0.833333333	0.784313725	0.833333333	0.673913043	0.517241379	0.72	0.785714286	0.733333333	0.578947368	0.703703704	0.7	0.636363636	0.763157895	0.804878049	0.847457627	0.69047619	0.763636364	0.592592593	0.711111111	0.836734694	0.967741935	0.741935484	0.959183673	0.804347826	0.762711864	0.762711864	0.8	0.902439024	0.738095238	0.725	0.934782609	0.902439024	0.96875	0.765625	0.884615385	0.692307692	0.619047619	0.789473684	0.841269841	1	0.829268293	0.969512195	0.8125	0.538461538	0.697674419	0.608695652	0.740740741	0.738095238	0.827586207	0.777777778	0.763157895	0.853658537	0.892857143	0.628571429	0.80952381	0.634146341	0.852459016	0.675675676	0	0.767857143	0.647058824	0.684210526	0.765957447
Z6-A	0.802816901	0.838709677	0.828947368	0.820512821	0.888888889	0.84	0.840909091	0.788732394	0.763636364	0.86	0.865671642	0.854545455	0.784615385	0.846153846	0.8	0.785714286	0.819672131	0.839622642	0.879518072	0.787878788	0.82278481	0.811320755	0.830985915	0.876712329	0.927710843	0.836363636	0.986666667	0.873239437	0.804878049	0.847058824	0.871428571	0.888888889	0.818181818	0.8125	0.927536232	0.935185185	0.98245614	0.818181818	0.863013699	0.774193548	0.703125	0.836065574	0.886363636	0.98245614	0.876923077	0.968085106	0.852272727	0.74	0.772727273	0.8125	0.792207792	0.8	0.851851852	0.85	0.857142857	0.855769231	0.898734177	0.762711864	0.837209302	0.753846154	0.827160494	0.786885246	0.767857143	0	0.775862069	0.75	0.847222222
Z6-C	0.734693878	0.804878049	0.777777778	0.789473684	0.878787879	0.857142857	0.784615385	0.74	0.676470588	0.740740741	0.76744186	0.75	0.697674419	0.724137931	0.781818182	0.76	0.743589744	0.850574713	0.813559322	0.733333333	0.771929825	0.666666667	0.75	0.865384615	0.952380952	0.757575758	0.980769231	0.787234043	0.80952381	0.80952381	0.808510638	0.955555556	0.804347826	0.675	0.9375	0.891566265	1	0.753846154	0.928571429	0.738095238	0.723404255	0.769230769	0.846153846	1	0.80952381	0.950920245	0.852941176	0.620689655	0.711111111	0.692307692	0.75	0.75	0.833333333	0.789473684	0.804878049	0.870588235	0.896551724	0.684210526	0.850746269	0.711111111	0.819672131	0.657894737	0.647058824	0.775862069	0	0.7	0.775510204
Z6-N	0.754716981	0.822222222	0.793103448	0.74137931	0.861111111	0.827586207	0.797101449	0.711538462	0.675675676	0.774193548	0.8125	0.742857143	0.75	0.794117647	0.796610169	0.777777778	0.76744186	0.831460674	0.861538462	0.70212766	0.825396825	0.705882353	0.745098039	0.833333333	0.955223881	0.75	0.963636364	0.803921569	0.765625	0.820895522	0.823529412	0.914893617	0.795918367	0.760869565	0.942307692	0.909090909	0.973684211	0.802816901	0.857142857	0.733333333	0.72	0.790697674	0.838235294	0.973684211	0.85106383	0.939393939	0.828571429	0.625	0.680851064	0.733333333	0.701754386	0.770833333	0.84375	0.780487805	0.822222222	0.850574713	0.903225806	0.714285714	0.808823529	0.708333333	0.8125	0.720930233	0.684210526	0.75	0.7	0	0.745098039
