	Z1-A	Z1-C	Z1-N	Z1-R	Z11-C	Z11-N	Z11-R	Z13-A	Z13-C	Z13-N	Z18-A	Z18-C	Z18-R	Z23-C	Z23-N	Z23-R	Z26-C	Z26-N	Z26-R	Z28-A	Z28-C	Z28-N	Z28-R	Z29-A	Z29-C	Z29-N	Z29-R	Z32-A	Z32-C	Z32-N	Z32-R	Z36-A	Z36-C	Z36-N	Z36-R	Z39-A	Z39-N	Z39-R	Z4-A	Z4-C	Z4-N	Z4-R	Z40-A	Z40-C	Z40-N	Z40-R	Z43-C	Z43-N	Z43-R	Z44-A	Z44-C	Z44-N	Z45-A	Z45-C	Z45-N	Z45-R	Z46-C	Z46-N	Z46-R	Z5-A	Z5-C	Z5-N	Z5-R	Z6-A	Z6-C	Z6-N	Z6-R
Z1-A	0	0.277021669	0.397362534	0.203291042	0.972941402	0.94018263	0.676224339	0.241963109	0.243932227	0.281297748	0.358784072	0.361325465	0.481172419	0.621063152	0.352026022	0.355282521	0.162569203	0.521385573	0.245297118	0.302545228	0.135407696	0.537902257	0.414416781	0.928170655	0.960027428	0.369979254	0.915602622	0.822241046	0.301589757	0.588038926	0.199033248	0.948086858	0.338294595	0.16000437	0.94509408	0.887702295	0.994618251	0.312525541	0.746499789	0.788512025	0.706681767	0.804748529	0.226123093	0.966279044	0.502121991	0.910721692	0.793697259	0.160733696	0.268492535	0.311125614	0.305561223	0.235512259	0.875848778	0.198743925	0.687172339	0.636484237	0.966162965	0.46046486	0.541286757	0.287646968	0.527038627	0.16650931	0.492281939	0.119667094	0.263597666	0.486527392	0.273973509
Z1-C	0.277021669	0	0.555381426	0.218730637	0.774782555	0.746565463	0.530838079	0.414176496	0.203426404	0.441977075	0.502201048	0.515440245	0.667215281	0.486751316	0.158132443	0.509890768	0.168587554	0.388957393	0.417475546	0.174443292	0.25915258	0.680478943	0.598319668	0.769274979	0.819655275	0.21268585	0.714778502	0.687848872	0.248001687	0.415608751	0.372044161	0.746347432	0.487804588	0.295950711	0.737469853	0.687871233	0.778499943	0.180182567	0.616033568	0.572546981	0.524063761	0.625383125	0.202441845	0.83077819	0.376027116	0.743776355	0.660419765	0.279283468	0.436695499	0.419435426	0.190595231	0.375478412	0.726681578	0.362803327	0.541901209	0.471795814	0.837711452	0.604935535	0.347571298	0.440465053	0.36964618	0.284687407	0.667422976	0.257189646	0.418097404	0.351066665	0.435333866
Z1-N	0.397362534	0.555381426	0	0.477640047	1.231418592	1.197051954	0.962865474	0.232082005	0.508460717	0.2614084	0.11614374	0.132314535	0.176887717	0.876463663	0.621987127	0.078843182	0.470189938	0.833667944	0.294589338	0.582305502	0.359836715	0.210759685	0.104251169	1.212260671	1.230002397	0.671427369	1.221688647	1.104973122	0.562764095	0.867231292	0.352363355	1.204957727	0.110454505	0.356138824	1.198033135	1.138787153	1.235299575	0.622023279	1.029889984	1.085734863	0.975445131	1.10375843	0.511599521	1.24064208	0.745103597	1.207156472	1.046852788	0.402000067	0.184221758	0.263566113	0.590278302	0.244103566	1.158891654	0.322098048	0.944086577	0.924608364	1.221853186	0.122410454	0.822844915	0.148390939	0.807433053	0.315304632	0.178943	0.364055534	0.240137635	0.821836303	0.172524755
Z1-R	0.203291042	0.218730637	0.477640047	0	0.902643707	0.869099715	0.611390174	0.307604388	0.151313717	0.339962133	0.418182111	0.446148812	0.585039483	0.526807312	0.295432386	0.442580231	0.120688636	0.449488074	0.356647976	0.216013079	0.23028287	0.623421253	0.520267072	0.840777444	0.79388466	0.297058564	0.804475185	0.714452179	0.221415888	0.459442104	0.294027621	0.858495508	0.416628171	0.217794796	0.863497358	0.823119737	0.909928441	0.255870011	0.638833898	0.69801105	0.640994568	0.744383224	0.14610266	0.877933915	0.396856959	0.858066572	0.679410166	0.259425826	0.348862236	0.398805222	0.235265783	0.348932564	0.778118374	0.259398041	0.577919993	0.540248407	0.828811343	0.546320025	0.413328981	0.380916408	0.455472443	0.247563475	0.594734496	0.22367643	0.369406047	0.427555078	0.376849685
Z11-C	0.972941402	0.774782555	1.231418592	0.902643707	0	0.073114372	0.353580466	1.092021844	0.867512972	1.10614542	1.185103361	1.18275837	1.341443443	0.668842452	0.668828455	1.202758593	0.889592306	0.644651943	1.12858172	0.81283814	0.984939791	1.363448015	1.273718931	0.311322683	0.30347405	0.69387661	0.267470184	0.345941299	0.911843279	0.54447195	1.078498721	0.107120622	1.158231578	0.975366754	0.167024798	0.40148986	0.083812445	0.740166275	0.534608709	0.32514483	0.50221997	0.283419209	0.861344765	0.388386586	0.729085351	0.406971559	0.53637583	0.853572041	1.135055289	1.053904115	0.81384605	1.075606777	0.388633822	1.034756874	0.578969911	0.591422528	0.39829318	1.27586038	0.530772638	1.117684076	0.63970281	0.968665405	1.341163525	0.948129432	1.06857936	0.59801231	1.145549598
Z11-N	0.94018263	0.746565463	1.197051954	0.869099715	0.073114372	0	0.314508258	1.060096508	0.841093437	1.07984408	1.154896626	1.155145526	1.309265394	0.640542212	0.636128073	1.171087546	0.859682655	0.610168581	1.099626596	0.783734104	0.954612153	1.333544467	1.241262237	0.29458676	0.314939681	0.665483259	0.284486212	0.314024868	0.878869234	0.512008367	1.045204263	0.150117313	1.124844689	0.944715194	0.185989356	0.368226193	0.155660397	0.708835408	0.50752895	0.307171583	0.469653097	0.25348777	0.827799656	0.397812222	0.698652643	0.375568068	0.504644623	0.82839014	1.103770576	1.032180447	0.781298007	1.04458585	0.357916804	1.003118424	0.547783448	0.557687725	0.388101497	1.246876806	0.500572131	1.086263313	0.608273201	0.938792785	1.310269215	0.917215239	1.039655383	0.572239104	1.112757381
Z11-R	0.676224339	0.530838079	0.962865474	0.611390174	0.353580466	0.314508258	0	0.807610842	0.616192359	0.842881631	0.930172865	0.920531581	1.078858863	0.406094534	0.414760797	0.919032841	0.591178399	0.336303935	0.836057565	0.532025269	0.717283018	1.112012778	1.005700403	0.420524241	0.456732699	0.424010416	0.427921707	0.274194109	0.626424379	0.274527241	0.777510793	0.386270123	0.909718596	0.7132802	0.394016143	0.413447035	0.435578926	0.448312586	0.281793044	0.287968321	0.25208653	0.238142846	0.57912437	0.509014994	0.446331564	0.452016814	0.333072485	0.642455309	0.841137102	0.842970308	0.536515612	0.815837292	0.411966815	0.760837807	0.300262837	0.285294172	0.504661345	1.030093907	0.271824092	0.845372162	0.346285892	0.724479623	1.088597222	0.663388268	0.824584095	0.326894275	0.851384421
Z13-A	0.241963109	0.414176496	0.232082005	0.307604388	1.092021844	1.060096508	0.807610842	0	0.298646169	0.053299939	0.204623615	0.198448382	0.335099269	0.687027758	0.495862199	0.187175247	0.285049668	0.635237625	0.152221252	0.389325589	0.224199781	0.371351634	0.264822938	1.052697557	1.028061536	0.495611084	1.034235601	0.937485442	0.372294565	0.685747597	0.194937998	1.051037824	0.187910104	0.22024519	1.061268172	1.033839255	1.099476999	0.472740304	0.827654295	0.884416432	0.825944768	0.952480595	0.301503405	1.027494501	0.556086677	1.051852981	0.840628641	0.262778006	0.093715012	0.148754657	0.398151332	0.117911904	0.954733235	0.106277222	0.741650977	0.769494237	1.023447166	0.289606595	0.671034027	0.142032405	0.641605193	0.184026419	0.341667206	0.212260879	0.120050508	0.607090282	0.129435803
Z13-C	0.243932227	0.203426404	0.508460717	0.151313717	0.867512972	0.841093437	0.616192359	0.298646169	0	0.280537945	0.473564288	0.453422876	0.611937142	0.446487993	0.29163104	0.469221825	0.145982061	0.43794395	0.394023029	0.15476263	0.268281379	0.654730807	0.545918705	0.856981429	0.839887609	0.288026868	0.821088096	0.730322728	0.146213319	0.467983242	0.326449978	0.831773109	0.447745164	0.265898813	0.852897589	0.833792981	0.873005106	0.275539363	0.596874545	0.673036626	0.654562488	0.744543482	0.107348445	0.795055224	0.318195868	0.85284265	0.616558624	0.246544512	0.371183185	0.387150751	0.168144472	0.37453143	0.709024704	0.220501357	0.495717189	0.579721246	0.800359448	0.565681067	0.462276975	0.406808587	0.424962576	0.28070744	0.623710705	0.243223866	0.37587124	0.365174522	0.410910817
Z13-N	0.281297748	0.441977075	0.2614084	0.339962133	1.10614542	1.07984408	0.842881631	0.053299939	0.280537945	0	0.225649076	0.206573038	0.35936799	0.673890181	0.534246193	0.219917347	0.318633439	0.654567756	0.186205461	0.39024799	0.247170049	0.395541213	0.294585194	1.082758779	1.05028452	0.520383601	1.058055323	0.958393694	0.353102023	0.713673388	0.221382137	1.070840359	0.214945871	0.248151668	1.092766817	1.066471941	1.111637557	0.507634856	0.816829982	0.910844305	0.859139541	0.980859392	0.321297358	1.011092486	0.527792481	1.083386331	0.812744981	0.280581315	0.119687494	0.16290599	0.414277871	0.147407192	0.940762064	0.097912169	0.715902072	0.798467347	1.008012222	0.317356006	0.701306165	0.169596392	0.669777943	0.217173905	0.369164236	0.246705999	0.14110224	0.608912909	0.160360783
Z18-A	0.358784072	0.502201048	0.11614374	0.418182111	1.185103361	1.154896626	0.930172865	0.204623615	0.473564288	0.225649076	0	0.089739319	0.236629084	0.829496999	0.590206596	0.094044485	0.417714327	0.793974299	0.268205911	0.5387331	0.309664599	0.252364834	0.170896144	1.159056858	1.158301127	0.62040769	1.155253903	1.043051629	0.561227682	0.798642641	0.314476534	1.15925881	0.071886206	0.281141165	1.149193984	1.122704095	1.188528666	0.556224918	0.971580078	1.033165009	0.939452753	1.049488703	0.471514268	1.20062675	0.722104996	1.17945597	1.004128348	0.356982791	0.143561041	0.222135803	0.556662911	0.199065393	1.111468688	0.289284236	0.899760392	0.877699302	1.167971285	0.165630067	0.748290719	0.106659706	0.776613341	0.249077538	0.240071366	0.318035728	0.192564042	0.771369719	0.138917041
Z18-C	0.361325465	0.515440245	0.132314535	0.446148812	1.18275837	1.155145526	0.920531581	0.198448382	0.453422876	0.206573038	0.089739319	0	0.234001543	0.817276799	0.604778798	0.099135944	0.410798704	0.810743858	0.267002368	0.512314621	0.319063908	0.271172629	0.169506862	1.166492337	1.179981193	0.620800846	1.182420409	1.05933635	0.543772365	0.810822141	0.310065223	1.149077712	0.085118178	0.325589406	1.152526452	1.13838072	1.187225245	0.574628898	0.986535921	1.038422203	0.941566659	1.049470304	0.462876072	1.193516485	0.712937485	1.168323464	0.998277697	0.355778746	0.147416577	0.220772773	0.531929306	0.21877045	1.110285581	0.276707293	0.887930506	0.893643752	1.180932865	0.187494378	0.775626807	0.11268739	0.744886594	0.286512567	0.249098799	0.315963945	0.166553655	0.766133041	0.143057624
Z18-R	0.481172419	0.667215281	0.176887717	0.585039483	1.341443443	1.309265394	1.078858863	0.335099269	0.611937142	0.35936799	0.236629084	0.234001543	0	0.961730155	0.74688276	0.17720629	0.573318553	0.932460454	0.401308724	0.680864948	0.463873084	0.209883732	0.096341073	1.306443666	1.333498553	0.771972849	1.333146052	1.222922664	0.637454241	0.980332538	0.446384159	1.307679015	0.220573891	0.473496642	1.310911518	1.278330565	1.345578467	0.733316807	1.144752658	1.19390539	1.07880807	1.217799146	0.615516997	1.34443343	0.869192541	1.320240306	1.145402603	0.512682485	0.293828492	0.377636265	0.696657073	0.37056378	1.273602672	0.4207745	1.058313317	1.045862252	1.33218325	0.146210701	0.931819304	0.274074578	0.934418125	0.437088762	0.157014502	0.470441092	0.344752852	0.919210465	0.282215924
Z23-C	0.621063152	0.486751316	0.876463663	0.526807312	0.668842452	0.640542212	0.406094534	0.687027758	0.446487993	0.673890181	0.829496999	0.817276799	0.961730155	0	0.419580847	0.829255602	0.527824429	0.246598426	0.758167298	0.378842372	0.622854055	0.998789989	0.902215673	0.641496725	0.619260553	0.384941952	0.6346675	0.527987521	0.457551838	0.269289857	0.68637413	0.632069673	0.830655767	0.646942525	0.643193139	0.623755274	0.673056819	0.430425755	0.350455168	0.4834064	0.416263998	0.540947899	0.480007807	0.479305984	0.245779326	0.636463205	0.287737286	0.648455658	0.74750904	0.784052782	0.390408331	0.747820563	0.459757145	0.614927104	0.233997729	0.360340113	0.480322477	0.925124021	0.257474927	0.782412418	0.260963765	0.668510081	0.978411734	0.628424277	0.750520479	0.247645967	0.772417359
Z23-N	0.352026022	0.158132443	0.621987127	0.295432386	0.668828455	0.636128073	0.414760797	0.495862199	0.29163104	0.534246193	0.590206596	0.604778798	0.74688276	0.419580847	0	0.596101673	0.275210014	0.3337591	0.512959803	0.227868514	0.36416166	0.764328722	0.68074842	0.690890435	0.739101991	0.125958898	0.657620664	0.575730556	0.312374539	0.341794195	0.455299648	0.66572649	0.567376421	0.382945866	0.651901843	0.615664855	0.693210436	0.127410811	0.54022898	0.517531558	0.476361819	0.533472904	0.271800841	0.767383377	0.29797953	0.703043797	0.589300767	0.326200907	0.528877491	0.493188133	0.217389563	0.459777797	0.660896665	0.447401431	0.478472899	0.424779887	0.759811971	0.68704458	0.265846624	0.514903832	0.294896426	0.362263844	0.749094445	0.342656121	0.487137693	0.261840967	0.522354708
Z23-R	0.355282521	0.509890768	0.078843182	0.442580231	1.202758593	1.171087546	0.919032841	0.187175247	0.469221825	0.219917347	0.094044485	0.099135944	0.17720629	0.829255602	0.596101673	0	0.413417382	0.796822874	0.250403952	0.536511553	0.318969492	0.209357355	0.109395012	1.158502592	1.187473678	0.612716705	1.172810574	1.079704989	0.551394585	0.825416093	0.301971952	1.161591194	0.099234417	0.328167332	1.169125134	1.136555241	1.206893617	0.576271348	0.982299037	1.030355933	0.92721495	1.05414888	0.473340129	1.183794672	0.724348909	1.171358292	1.003731656	0.375201117	0.134758915	0.240837897	0.552660588	0.217510443	1.109565761	0.276571418	0.911717259	0.887688983	1.190837064	0.134703237	0.771536948	0.131169444	0.772143449	0.281709134	0.185942014	0.314643449	0.210886675	0.760635947	0.128827313
Z26-C	0.162569203	0.168587554	0.470189938	0.120688636	0.889592306	0.859682655	0.591178399	0.285049668	0.145982061	0.318633439	0.417714327	0.410798704	0.573318553	0.527824429	0.275210014	0.413417382	0	0.439869569	0.320241036	0.201779835	0.185866047	0.60042528	0.506812841	0.842383695	0.862074496	0.28319102	0.8187074	0.741759079	0.237414662	0.496035476	0.257420479	0.855312924	0.408200115	0.219566101	0.851943072	0.80784995	0.905732634	0.241837751	0.643492205	0.673370073	0.610096834	0.698798288	0.135932583	0.866176341	0.410332318	0.814068877	0.6903863	0.21794936	0.314625213	0.36644554	0.232833569	0.289119518	0.772142488	0.239975848	0.571534153	0.532818653	0.866524074	0.517894469	0.450145844	0.339218726	0.437226474	0.2191529	0.581094999	0.168057746	0.317399541	0.40779163	0.33344091
Z26-N	0.521385573	0.388957393	0.833667944	0.449488074	0.644651943	0.610168581	0.336303935	0.635237625	0.43794395	0.654567756	0.793974299	0.810743858	0.932460454	0.246598426	0.3337591	0.796822874	0.439869569	0	0.682715696	0.376449031	0.549346446	0.9873107	0.865033456	0.578886984	0.564380457	0.320601781	0.50833292	0.462840173	0.41808884	0.210120775	0.636720746	0.602983453	0.768892937	0.586461368	0.601522528	0.5049951	0.654272054	0.347580632	0.325267819	0.3529497	0.312647993	0.46245886	0.413056082	0.559700884	0.252804991	0.515647998	0.380262834	0.618796387	0.693821044	0.760336976	0.372569617	0.664226349	0.455015032	0.570837835	0.264105738	0.224647191	0.546379618	0.906369914	0.182162688	0.736038669	0.192842197	0.596715341	0.943863987	0.566065452	0.722413096	0.172786936	0.716351294
Z26-R	0.245297118	0.417475546	0.294589338	0.356647976	1.12858172	1.099626596	0.836057565	0.152221252	0.394023029	0.186205461	0.268205911	0.267002368	0.401308724	0.758167298	0.512959803	0.250403952	0.320241036	0.682715696	0	0.459702666	0.227850296	0.440005038	0.329376791	1.075285334	1.101244313	0.534205604	1.062572558	0.99227459	0.46203614	0.744617517	0.21230346	1.09095165	0.253378966	0.249848005	1.084225907	1.027007737	1.130443445	0.488460818	0.835471747	0.936432139	0.833639116	0.965199494	0.391736216	1.101290216	0.64076483	1.059904397	0.927534815	0.308850753	0.176691459	0.231421872	0.467554825	0.154996306	1.02194906	0.201640408	0.833020885	0.78389486	1.107712735	0.366146796	0.690082153	0.214912903	0.672585173	0.206004141	0.414689667	0.238229279	0.193376548	0.670249088	0.17317032
Z28-A	0.302545228	0.174443292	0.582305502	0.216013079	0.81283814	0.783734104	0.532025269	0.389325589	0.15476263	0.39024799	0.5387331	0.512314621	0.680864948	0.378842372	0.227868514	0.536511553	0.201779835	0.376449031	0.459702666	0	0.326536395	0.721776807	0.614663158	0.785415781	0.764413733	0.219158848	0.761647799	0.663736399	0.188639131	0.401667207	0.397324754	0.77911076	0.521839623	0.340953383	0.767419535	0.767412066	0.823797057	0.196496103	0.53796551	0.627439981	0.571083144	0.658581076	0.165339036	0.758846488	0.286881125	0.774589159	0.576178548	0.335931483	0.453631578	0.476281891	0.097699006	0.437083165	0.675875975	0.318050024	0.45390411	0.499320236	0.756235206	0.636478637	0.391904737	0.459316439	0.356152192	0.357209931	0.69256521	0.298709614	0.44202677	0.315276094	0.479441078
Z28-C	0.135407696	0.25915258	0.359836715	0.23028287	0.984939791	0.954612153	0.717283018	0.224199781	0.268281379	0.247170049	0.309664599	0.319063908	0.463873084	0.622854055	0.36416166	0.318969492	0.185866047	0.549346446	0.227850296	0.326536395	0	0.491261803	0.391623328	0.948217485	0.970858661	0.400822672	0.927401409	0.8653119	0.350667079	0.613055461	0.177668334	0.95207241	0.308521258	0.125658332	0.941557614	0.869102041	0.989065076	0.35821031	0.772255179	0.779676964	0.679217134	0.829727357	0.256709377	0.979486569	0.51523621	0.918455074	0.792033638	0.158203748	0.242764071	0.275504752	0.35105527	0.198513546	0.89301761	0.174143873	0.703451869	0.630332667	0.971498507	0.412157557	0.547646285	0.258097441	0.549552715	0.134442262	0.472698852	0.106865246	0.237204848	0.547286318	0.241956264
Z28-N	0.537902257	0.680478943	0.210759685	0.623421253	1.363448015	1.333544467	1.112012778	0.371351634	0.654730807	0.395541213	0.252364834	0.271172629	0.209883732	0.998789989	0.764328722	0.209357355	0.60042528	0.9873107	0.440005038	0.721776807	0.491261803	0	0.163432281	1.351805691	1.372912559	0.802626191	1.36210351	1.264066167	0.730459946	1.013000285	0.48368447	1.34541407	0.266076798	0.505232831	1.339005311	1.302862248	1.366316093	0.767266984	1.178327562	1.219939621	1.104434225	1.245558504	0.65588645	1.377395141	0.911049358	1.360399708	1.182133582	0.532474834	0.32093431	0.397188788	0.735946505	0.383592267	1.30451193	0.458552617	1.096836889	1.078996454	1.368268817	0.121175427	0.962831516	0.293884327	0.966026429	0.448653123	0.073689912	0.500272359	0.374908484	0.950449192	0.312265412
Z28-R	0.414416781	0.598319668	0.104251169	0.520267072	1.273718931	1.241262237	1.005700403	0.264822938	0.545918705	0.294585194	0.170896144	0.169506862	0.096341073	0.902215673	0.68074842	0.109395012	0.506812841	0.865033456	0.329376791	0.614663158	0.391623328	0.163432281	0	1.251612175	1.266150911	0.705385588	1.26573033	1.151353934	0.593229722	0.912581503	0.390640784	1.239517746	0.15626385	0.40379104	1.242911217	1.206979147	1.277680275	0.666826204	1.076921197	1.126493556	1.011110106	1.149533435	0.54095944	1.273233246	0.799200102	1.257604334	1.081633538	0.444375822	0.222132518	0.306041407	0.627064696	0.298753165	1.200630316	0.353829859	0.986048158	0.98044961	1.258741122	0.090794937	0.864047105	0.207631723	0.861701485	0.368245957	0.109157346	0.400867813	0.280608611	0.851889523	0.215063153
Z29-A	0.928170655	0.769274979	1.212260671	0.840777444	0.311322683	0.29458676	0.420524241	1.052697557	0.856981429	1.082758779	1.159056858	1.166492337	1.306443666	0.641496725	0.690890435	1.158502592	0.842383695	0.578886984	1.075285334	0.785415781	0.948217485	1.351805691	1.251612175	0	0.26528012	0.682532363	0.282531352	0.338442826	0.878146458	0.513238995	1.016913749	0.269563367	1.146272628	0.940117755	0.278146859	0.376367276	0.318196521	0.69895958	0.482242599	0.333710929	0.459016881	0.297568858	0.840856898	0.355100959	0.691944029	0.335624138	0.4935018	0.947203131	1.081826246	1.100902654	0.783108096	1.053205772	0.334053432	1.003588768	0.548428415	0.522705807	0.359931515	1.264226566	0.50580041	1.101578969	0.582744767	0.953314711	1.324411148	0.922309334	1.083189731	0.591876391	1.095166067
Z29-C	0.960027428	0.819655275	1.230002397	0.79388466	0.30347405	0.314939681	0.456732699	1.028061536	0.839887609	1.05028452	1.158301127	1.179981193	1.333498553	0.619260553	0.739101991	1.187473678	0.862074496	0.564380457	1.101244313	0.764413733	0.970858661	1.372912559	1.266150911	0.26528012	0	0.712073905	0.227648859	0.307421468	0.851504039	0.484428665	1.045110762	0.264723828	1.162165207	0.944746277	0.272019823	0.421529238	0.307914642	0.729297193	0.446561859	0.334620265	0.492055907	0.353364027	0.811462844	0.319080483	0.654108031	0.375712441	0.457780253	0.972419271	1.089875738	1.122258618	0.774281985	1.085574232	0.323970763	0.975067742	0.517250391	0.524662473	0.299715244	1.280106694	0.503266813	1.122210691	0.604988554	0.981417385	1.34357831	0.95937078	1.100349455	0.595393804	1.125581832
Z29-N	0.369979254	0.21268585	0.671427369	0.297058564	0.69387661	0.665483259	0.424010416	0.495611084	0.288026868	0.520383601	0.62040769	0.620800846	0.771972849	0.384941952	0.125958898	0.612716705	0.28319102	0.320601781	0.534205604	0.219158848	0.400822672	0.802626191	0.705385588	0.682532363	0.712073905	0	0.667446749	0.565435822	0.324333065	0.333917758	0.47431286	0.676394558	0.602091611	0.405111783	0.682182808	0.664773032	0.722492172	0.155472154	0.510006214	0.526800583	0.486909016	0.543457918	0.262457655	0.725622496	0.266526019	0.702640176	0.552266521	0.372189883	0.532799109	0.53942972	0.21916389	0.501268326	0.624464487	0.439540863	0.437596172	0.413400842	0.729803126	0.720553176	0.278134401	0.551525524	0.29115111	0.402336706	0.780071672	0.361159808	0.510632208	0.226577398	0.549089033
Z29-R	0.915602622	0.714778502	1.221688647	0.804475185	0.267470184	0.284486212	0.427921707	1.034235601	0.821088096	1.058055323	1.155253903	1.182420409	1.333146052	0.6346675	0.657620664	1.172810574	0.8187074	0.50833292	1.062572558	0.761647799	0.927401409	1.36210351	1.26573033	0.282531352	0.227648859	0.667446749	0	0.327646141	0.862865035	0.449646139	1.014096444	0.226241989	1.154628113	0.931000845	0.226943804	0.323691441	0.258737863	0.686107849	0.435809113	0.222404645	0.434187136	0.271096273	0.819595054	0.296312092	0.656272332	0.291370147	0.467678997	0.935421291	1.062266427	1.072545988	0.771790352	1.034445596	0.292221734	0.982358136	0.516953349	0.454546572	0.310303064	1.278917005	0.451619563	1.114408397	0.549643063	0.941397064	1.343232565	0.922639738	1.095551263	0.533311909	1.0953868
Z32-A	0.822241046	0.687848872	1.104973122	0.714452179	0.345941299	0.314024868	0.274194109	0.937485442	0.730322728	0.958393694	1.043051629	1.05933635	1.222922664	0.527987521	0.575730556	1.079704989	0.741759079	0.462840173	0.99227459	0.663736399	0.8653119	1.264066167	1.151353934	0.338442826	0.307421468	0.565435822	0.327646141	0	0.749950245	0.378963282	0.928581925	0.340181261	1.041569316	0.788265656	0.348273491	0.356542087	0.388779955	0.577544901	0.361855381	0.22265471	0.384452603	0.206458747	0.702667132	0.437357357	0.548315219	0.404075429	0.376036494	0.797538099	0.971709734	0.972996662	0.66505746	0.957707574	0.331092386	0.880224263	0.405184267	0.418522895	0.413898764	1.166194936	0.396313786	1.001830104	0.471845913	0.859871238	1.237218137	0.823282113	0.964019574	0.455226301	1.005838823
