	EX-CTR	Z1-A	Z1-C	Z1-N	Z1-R	Z11-C	Z11-N	Z11-R	Z13-A	Z13-C	Z13-N	Z18-A	Z18-C	Z18-R	Z23-C	Z23-N	Z23-R	Z26-C	Z26-N	Z26-R	Z28-A	Z28-C	Z28-N	Z28-R	Z29-A	Z29-C	Z29-N	Z29-R	Z32-A	Z32-C	Z32-N	Z32-R	Z36-A	Z36-C	Z36-N	Z36-R	Z39-A	Z39-N	Z39-R	Z4-A	Z4-C	Z4-N	Z4-R	Z40-A	Z40-C	Z40-N	Z40-R	Z43-C	Z43-N	Z43-R	Z44-A	Z44-C	Z44-N	Z45-A	Z45-C	Z45-N	Z45-R	Z46-C	Z46-N	Z46-R	Z5-A	Z5-C	Z5-N	Z5-R	Z6-A	Z6-C	Z6-N	Z6-R
Z13-N	1.0774506518404157	0.2877759715538656	0.4239133560108106	0.2818915986145098	0.34385509035982786	1.1026073260996982	1.0723821864456433	0.8535982151628152	0.05942875023871697	0.2900720136001406	0.0	0.25651275376580596	0.18510640411270832	0.3449657556206664	0.6705255447424121	0.5609947455978113	0.22230851575173108	0.3013810996639822	0.6342263160463801	0.16333286830504015	0.3551783731601937	0.2355511862768441	0.41523006653534983	0.30906030553761993	1.0795264273429515	1.0502834722151162	0.4944120148510422	1.0577489470537234	0.966780268535839	0.38257957436074097	0.7170870831599296	0.21121315176851332	1.0732309943893903	0.2008826620876629	0.2494829666321866	1.0891706722376242	1.05338282600344	1.109739850760215	0.46784724853396825	0.7895660462984944	0.8902044968037575	0.8785437602467816	0.9584474523408322	0.2788561364470302	1.0063037034321043	0.5548967288911489	1.0996465343849056	0.816501115898898	0.25042930184633166	0.10664604702356949	0.17026005308929726	0.40305815834775777	0.15420317782982354	0.9409608094235403	0.05535782582381306	0.7067496568905327	0.7641269900295397	1.0000956278151858	0.32118079584291315	0.7166419622499992	0.16535812240327513	0.6662896990657464	0.24691835587880573	0.39907349702053957	0.22315801491953638	0.16133003396707352	0.5957371804778501	0.17606202263554543
Z18-A	1.229339624230395	0.3884905237412405	0.5091003863799161	0.1079795688880265	0.4588507570429172	1.2096986747435488	1.1738724427023897	0.976146334207036	0.21936574943556894	0.5135619837714472	0.25651275376580596	0.0	0.1527262301009904	0.19142908298483013	0.8578231493351939	0.6432004784772756	0.06691604596180582	0.435726775621687	0.8004246051768442	0.28140973603638336	0.5307843300851163	0.3232777575901477	0.23843539082514495	0.155241237424049	1.1837711143876626	1.1896206157197327	0.6184047498354025	1.1810421218367226	1.096212683636554	0.6192486440520205	0.8408769099826722	0.3240567108893746	1.19139420159319	0.13039552996823287	0.3167953083044117	1.1807959995791735	1.138731785604784	1.2135979196436641	0.5472329376301234	0.9740006277041718	1.0464644521645292	0.9834580837756217	1.0528247600347866	0.45211445817856244	1.2210432805066749	0.7743215036247567	1.214300727854998	1.0295514777894965	0.35522202551300985	0.1973033508269998	0.24368868046148276	0.5711410968531848	0.21129072969356244	1.1413214601962192	0.2670231211782111	0.9190201332770891	0.876941464482405	1.1957141435937249	0.1332595984572881	0.7935867562137905	0.14439066570326808	0.795376725082668	0.30356673290843617	0.23646699228130114	0.3202277090589157	0.1997784392547648	0.7832190019178723	0.15523224876551128
Z18-C	1.1651724016388136	0.3434204197836864	0.47609649537447185	0.18753178866766146	0.42500003399917247	1.1601690772553828	1.1285896164565261	0.9147431095423092	0.16104204284290186	0.43939970758604785	0.18510640411270832	0.1527262301009904	0.0	0.25112616930619586	0.7909575513203967	0.6123783136426351	0.12932160711423826	0.37962691795284986	0.7637845740199456	0.22956303102053227	0.44930100532660466	0.28733542513579513	0.32379926978068957	0.21825854007560525	1.1398447036906074	1.1532885513425881	0.5701641893869651	1.155040671328763	1.055899563252179	0.54942760194433	0.7959147126626718	0.27132665003924306	1.1336008629464183	0.09711265469043474	0.30829834525079314	1.13084753792118	1.104928767314048	1.1673390381109423	0.5157988919935503	0.9384600127335759	0.9997111532339075	0.9390581698027198	1.0084058632051318	0.3890769195513357	1.165066600499398	0.7186545748650053	1.1549873568408702	0.9781639218837591	0.3066734739615515	0.1514284694128942	0.19498447385849993	0.49410707259052467	0.18411806053318033	1.0864132127481883	0.20121405073137424	0.8591784292779876	0.8408038348796494	1.1523540689646947	0.22402919988917688	0.7681379941884705	0.10881889228965984	0.7069977989542425	0.2968210004224847	0.3105763554352351	0.2717146705607713	0.11595859068665676	0.7283035260613203	0.11428523825317305
Z18-R	1.3292851182482153	0.4714783433290423	0.6364270712557927	0.14964451432365058	0.5590304820450401	1.3255080891295832	1.286228488431525	1.0836496121634271	0.31320348226681854	0.603688923216777	0.3449657556206664	0.19142908298483013	0.25112616930619586	0.0	0.9426672711249195	0.7530441212655149	0.1646917547605414	0.5470743038180088	0.8916909506268437	0.3721447228212934	0.62356314085749	0.4399017083386851	0.2208583911233931	0.07670957000024979	1.2896129269872532	1.314866862294858	0.7272070636281464	1.3143793490284719	1.2227312819417606	0.6202117689222141	0.9736433332846088	0.4267790543261696	1.2955819754281388	0.23443478456881103	0.45843199290398057	1.2956550425048006	1.251429101281372	1.3307605141055074	0.6841304402360984	1.1037256931981576	1.1627749008145558	1.0705706233344854	1.179021067554969	0.558414989367938	1.3232792609363941	0.8791090730553871	1.3144250616392006	1.129608454711145	0.46975725548557956	0.30913333955038286	0.3575963888530358	0.6719434201517156	0.3388040852417156	1.2582176953268895	0.35847335463648433	1.0334059808482463	1.0042119767353321	1.3141812929517063	0.13312954995808673	0.9293779941921039	0.2754979533159479	0.9102787266703778	0.4549982849906134	0.16038732226746666	0.43332923193331135	0.3080305882459779	0.8915478508626923	0.25069869774317166
Z23-C	0.6192681574198521	0.630761003675288	0.500803100859441	0.8947111248197392	0.532620639989565	0.6674002766978199	0.6333736250406519	0.42261861905558523	0.692679691593346	0.43142712528710064	0.6705255447424121	0.8578231493351939	0.7909575513203967	0.9426672711249195	0.0	0.4098300554442456	0.828717335622145	0.5378201040902933	0.27036622859508036	0.736514812008237	0.4182152815528811	0.6409724642434758	1.016707811271956	0.9144842344502135	0.6408097253396212	0.621623336287609	0.4078822592911049	0.6360437554940551	0.5400919461625545	0.45153274011193634	0.2742051798173975	0.7070396243745609	0.6370500599557684	0.8125972534066674	0.6511031832676928	0.6424949994548664	0.6138550896484783	0.6729200287220939	0.45995543580001247	0.32752389340988775	0.46709839603734726	0.43915097646544016	0.5217865757887183	0.5223905173833486	0.4783312802176387	0.22371123795910458	0.6580859961560633	0.292640523170169	0.6710563245861954	0.7330143980906856	0.7874588691974024	0.39913358998030013	0.761439647230003	0.46727117160319104	0.6568584033380901	0.22921211022960084	0.333127135543595	0.47619038740985853	0.9276731943409677	0.27548318377745934	0.7762188535762334	0.28277598521622127	0.6487856375977865	1.005666064473342	0.6471292967046902	0.7646935878658224	0.24679903827938887	0.7869809900979087
Z23-N	0.6972650924442304	0.38223260684340554	0.19634745895226713	0.6636519860464216	0.3235812146014733	0.647234729017696	0.6075139894301133	0.41804866062446966	0.5372910774775793	0.31313843845940076	0.5609947455978113	0.6432004784772756	0.6123783136426351	0.7530441212655149	0.4098300554442456	0.0	0.6168900101719427	0.3241486842209769	0.29432479272008377	0.519354033191136	0.2899635533831048	0.4103765501765458	0.8220135974359394	0.7199284456441992	0.6783828295650179	0.7239136374173187	0.15269266972275902	0.6433444247463606	0.5835916073767575	0.3298500343246612	0.3352083128616481	0.5123888244729161	0.6498808828322701	0.5674157726478739	0.40878297213993253	0.6370308647983498	0.5895010167327732	0.6720041811382587	0.19201383516420853	0.5074890833143074	0.48805579866990784	0.479166680933309	0.49765837598764545	0.33581765417119436	0.748889905716372	0.31107870212132865	0.6960781196872697	0.5793761401516514	0.3724910377127071	0.5351073027802986	0.5228247118376969	0.25106492742674513	0.5016612577778784	0.6488257128240321	0.5155043594299737	0.4610195932944807	0.3870245908403501	0.7481749814697978	0.7136439743167579	0.2540062754227173	0.5322217726164425	0.2770034288865111	0.3679090101804179	0.7987703797093131	0.390504232632405	0.5392462953079055	0.24069315999814514	0.5555094663508057
Z23-R	1.1960169672917458	0.3590384985123351	0.4847927082966696	0.10487668535228006	0.4494071759026063	1.194657336520498	1.1550786585031756	0.9395339499971386	0.17888978416154072	0.4769495456370792	0.22230851575173108	0.06691604596180582	0.12932160711423826	0.1646917547605414	0.828717335622145	0.6168900101719427	0.0	0.4018472607779792	0.7708985887129013	0.23536809336945239	0.4975229876950302	0.3026714315498508	0.24002725367413044	0.12993034385467098	1.1506335182396767	1.1817471975197962	0.5788637065384751	1.1649965340924164	1.0940798959255753	0.5810202419290109	0.8328295758299055	0.29073615950649107	1.161169170403822	0.12479432383413587	0.3180001314771291	1.163688268030162	1.1178939862620159	1.1999097614264214	0.5362695404739057	0.9550388022662109	1.011436596182318	0.9423816785176421	1.0258881216547378	0.4291885362092323	1.1777287093300777	0.7487769389839779	1.1763586367850496	1.0006430469375702	0.3404190269745251	0.1602549140014854	0.22991344751675447	0.5413199992853596	0.19226241312151476	1.1061866363350021	0.22902017221933196	0.900451035461158	0.8566694520846417	1.1837774552226816	0.13694688239660133	0.7787890807433766	0.13910515579862542	0.7603404132323656	0.30415707283467225	0.21975427555886043	0.2850269308091979	0.18131125229892214	0.7453480093074166	0.11547095504444478
Z26-C	0.853970811387492	0.16450640097708075	0.17290742690148772	0.48488949433363426	0.14023982231243734	0.9074538474224323	0.871995127141849	0.625796057284097	0.2750325521051344	0.16484923270892918	0.3013810996639822	0.435726775621687	0.37962691795284986	0.5470743038180088	0.5378201040902933	0.3241486842209769	0.4018472607779792	0.0	0.4297804119389009	0.2892369915360785	0.17939019878068757	0.19752384865188757	0.6150026657429477	0.5135725544832132	0.8625103554765093	0.8704619518187948	0.2736951744140228	0.8267938748779787	0.7701112288307388	0.27393531761462503	0.5191624219432486	0.27419975539950864	0.879078947991813	0.385150880353574	0.21566119727997307	0.8733525220513753	0.818575586046876	0.9236287264644583	0.2210394047385989	0.6286324020537551	0.6718114309593181	0.6456315482027076	0.7040622197414877	0.10213186307625331	0.8623345835417695	0.44149662055238975	0.8510579717383715	0.6993175442177857	0.23714841047976998	0.2855574103688092	0.36547083689014936	0.22836847569390883	0.29593639230919117	0.7835051585587266	0.2596169170930567	0.5738757766468202	0.5187566089458028	0.8676909320438423	0.5081413408398607	0.47954078283766793	0.322062994316378	0.44790710892202173	0.1865464125658916	0.6022611711490045	0.18386947043228125	0.3298364840164742	0.40998189663468965	0.33954910932878435
Z26-N	0.5691570990041861	0.5061203811989411	0.3837206330075531	0.8372859048764473	0.42413864781317795	0.6613470519221625	0.6198221704956308	0.37436880305875947	0.6267540477649716	0.4098822973784145	0.6342263160463801	0.8004246051768442	0.7637845740199456	0.8916909506268437	0.27036622859508036	0.29432479272008377	0.7708985887129013	0.4297804119389009	0.0	0.6389024550199212	0.3893276267696485	0.5511443019581727	0.9954342696317806	0.855267151162728	0.6004233901097797	0.5885846348254823	0.31794076386517345	0.533271419379641	0.48742493178244584	0.39414217353472997	0.23697473072445466	0.6485195313811642	0.6274155951907149	0.7261228175867438	0.557906079495085	0.6203731172592793	0.5116423209822422	0.6723401311313225	0.3477296257074781	0.32683873305088584	0.358024605966716	0.33817566128967275	0.46483658452864174	0.43792559614842963	0.5741582159258368	0.20696213956963172	0.5542405754651605	0.401894573695109	0.6171919386133492	0.6488557328187423	0.7406643385653389	0.35666439152740886	0.6520368068773553	0.479595170354966	0.5930989826536407	0.2779480941445182	0.21835574850932402	0.571131887283248	0.8843054044186417	0.21181237116689558	0.7021158794058319	0.192916450694295	0.5435204039690783	0.9482825079397268	0.5624704790405252	0.7131653557729825	0.1538036107748651	0.697842240905721
Z26-R	1.0755788580294563	0.23309527407718125	0.38367589453102346	0.3039043928487946	0.34263846067971765	1.1052108431879935	1.0755882915579815	0.8364740821234514	0.14595503080350075	0.38141026058707156	0.16333286830504015	0.28140973603638336	0.22956303102053227	0.3721447228212934	0.736514812008237	0.519354033191136	0.23536809336945239	0.2892369915360785	0.6389024550199212	0.0	0.40008975893618315	0.2000457574946572	0.4577705540859984	0.33370948562451064	1.0583261067548075	1.0791917189631166	0.4871409575670676	1.0343449137833383	0.9836113402462102	0.4721663795775533	0.7331772473002186	0.19928329575923212	1.0747006959902126	0.2280348088454084	0.22977452154248093	1.0690464427781114	0.9954570963120691	1.1094532537781554	0.43336199950041404	0.8026066583352549	0.8955673559046411	0.8262611850922361	0.9300257474058168	0.3302744960625474	1.0708105646655273	0.6450312354386224	1.0427033060802973	0.9025502183346806	0.26455224599790655	0.13829008663178874	0.2233472581304618	0.4412066768298474	0.14790685690437447	0.9995983221281052	0.13590452240762046	0.8039899142531597	0.7346157978392603	1.0861452501993485	0.35429865781161995	0.6856731398179392	0.19486444114380103	0.6488233298209545	0.21427379938776972	0.43197022534235907	0.2007921099942138	0.19290679437786365	0.6384032279795175	0.16300570166866996
Z28-A	0.7865965529941724	0.2776030508460988	0.15522112699098303	0.5644549742788963	0.18282264197559295	0.8423127753292021	0.808466524838065	0.5787283394001187	0.3566854153185908	0.11193595728982696	0.3551783731601937	0.5307843300851163	0.44930100532660466	0.62356314085749	0.4182152815528811	0.2899635533831048	0.4975229876950302	0.17939019878068757	0.3893276267696485	0.40008975893618315	0.0	0.304990675175676	0.7018669170948895	0.5917662098632931	0.8163520066846855	0.7967875139190151	0.22648039445573712	0.7958054256160404	0.7071446007416066	0.18650895399322814	0.43601562600236393	0.3798257981064993	0.814919875592771	0.46308490210088715	0.30697144125406545	0.7962251355100027	0.7884167612737312	0.8541810800936899	0.1935907766123374	0.55366339590521	0.6421973247375103	0.6223727468774368	0.6739922250440845	0.16987598935473147	0.7945864605468572	0.34971271275242494	0.8283417456580123	0.6192763195836886	0.3203436636200922	0.395165083523265	0.44155235756050926	0.12487055078241499	0.416491710910397	0.7139133830791755	0.3232026850348613	0.47956429365661146	0.5012984057068123	0.7884434023813713	0.598844585255025	0.4379242184566135	0.41691167922386596	0.3893064082040343	0.3002174076626211	0.6831259175364011	0.2805193384397225	0.4191917494269394	0.34233282884425625	0.455107346251872
