#OTU ID,Z1-C,Z1-N,Z11-C,Z11-N,Z13-C,Z13-N,Z18-C,Z23-C,Z23-N,Z26-C,Z26-N,Z28-C,Z28-N,Z29-C,Z29-N,Z32-C,Z32-N,Z36-C,Z36-N,Z39-N,Z4-C,Z4-N,Z40-C,Z40-N,Z43-C,Z43-N,Z44-C,Z44-N,Z45-C,Z45-N,Z46-C,Z46-N,Z5-C,Z5-N,Z6-C,Z6-N
d43fb3f1c63fdecdc64d734d2cb60eb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
f95696b93e1f3b8035ca952bd92a6f7d,0,0,0,0,0,0,0,0,0,0,16,0,0,0,588,12,0,88,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,19,0,1155
50cb832342a567468d29244abb563b3b,203,0,31,47,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
17826560117c5219ff5cc22d4449d738,0,133,0,162,0,0,0,0,112,0,57,90,0,0,0,159,0,0,0,0,73,104,0,0,0,205,429,0,0,0,0,127,0,0,74,64
505cdd28dcd0b23e46f7c461816d2387,0,0,14,0,0,0,0,0,0,0,508,155,0,111,0,12,0,18,0,0,684,0,154,196,199,0,0,31,0,0,53,0,0,0,0,0
200084b63c504423d64f89e7dd2adb1e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,9,0,0,0,0,0,0,53,0,0,0,0,0,1358,0,0,0
dee21aa7a0186e8c3cda11bc6b71d03e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592,0,0,0,0,0,0,0,521,0
d23e3379a61e5cfd89a1c667c1627f61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99b4e30ee0f407a38dda90ffc723317b,0,0,0,0,0,0,0,0,0,0,0,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ec05c5fe53ae05dd4fde14cb5435f00,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,285,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,1816,0,0,0
6f13a3c53dc56ed84743aad1ecfc3d64,0,103,0,32,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760780938d5d800ab5a5aa6d6d8ae16f,0,0,0,0,0,0,0,0,92,0,338,0,0,0,167,0,0,0,0,0,0,0,0,0,430,0,0,0,135,0,24,0,0,0,0,0
0da1d1c7814ea45dc26d0b90fc3d22a4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
da9d6eec3d9fbb21c028bf7287f84e7f,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0
01fd0671b4eb80a52fc6f1a936351a0b,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,102,35,0,0,0,0,0,0,0,0,0,0,0,1910,0,0,0,0,0,0
47a397005890de5682eecc9de0c07ec7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,2364,0
7bdee30b906dea46aace259cfe385391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2383,0,0,0,0,0,0,0,0,0
6408d5b1073c98509c17cb954247ff20,0,64,0,0,0,0,0,0,23,0,270,0,6,0,0,331,0,52,7,0,0,245,0,0,4,0,0,3,0,4,23,0,6,0,8,0
290cedd37a0f8597542ee3a8dc965310,0,55,0,0,79,0,0,0,0,0,64,0,0,0,0,96,0,0,0,0,0,68,0,0,100,149,254,0,0,0,0,88,80,0,0,0
3c1f86c7c8004f6ddbe039997ba91233,0,0,0,9,0,0,0,0,0,0,0,0,0,359,0,0,212,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
67015ffe67e7153314076aa7b39ea9e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3349f704173c7c14933b3e4fa38cad90,0,0,0,0,0,0,0,0,0,0,2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413cf1b84df31fd5b205fb3f90935a2c,0,176,0,93,0,0,0,0,18,0,639,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,982,0,0,0,125,0,0
b67729378d242144cb704257e5637fe0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594c7f746a8dda701bbc929681856321,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720bc6f707310654001a5511c5513f8e,0,0,0,0,0,0,0,0,21,0,0,0,0,633,0,0,139,0,0,0,0,93,0,0,0,0,0,0,0,0,257,0,0,0,0,0
ecf9bf80ce9959b3d955f18cca0ea927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80fd70ab4e082007c0afa4a838de9b8b,0,0,0,0,0,0,0,0,0,0,475,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,0,0
5e92e3f8f23b15b2531edb4a639fcc29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,0,0
fa92bea81b60dfc835dae44970fcc9e1,0,95,0,0,0,0,0,0,0,135,0,116,52,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,102,0,172,0,0,0,0
4a461cb413c632f168aa6df1a239f6fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,0,0,0,0,0,0,0,0
675ba801a7baeed8c75900bc46d64a68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
fbdc1f17b1bf93a7ae21caf99727b337,0,0,0,20,0,0,0,0,0,0,125,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398b27788c69fdc5fe17a1f8b223147a,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,40,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750ef16a0bce6b3432574da4308bcf12,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44b45826d4aac550205687a39442d966,0,0,0,0,0,0,0,0,9,0,859,0,0,0,0,13,0,88,0,0,0,0,0,0,0,8,0,0,0,35,0,0,0,0,0,0
a4c405ebc46eb04af87a23595f0b9323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0
2892148bc396d61aa00b045952c7d2f8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,284
0f385f5158aa1ac6238cd718b8f38a9c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0
0baee069c1409931e514d161309784aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec2c790205412285b4864b4ed7fd2596,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
4ffd180423492e2e7f6262dcc1f6883a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351,0
2a285a6cb5620b09005d570997466c7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1319,0,0,0,0,0,0,0,0,0
1595ff9c053f5bf4ea8e166c72ab5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7be6c0979d86f77df967c168c86a6fcb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9d1dbf9a741f537ca8d0679f8a8532d3,0,0,0,0,0,0,0,0,0,0,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ced965adcc620b808d41cafc8ba390be,19,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09e451760b1d659ab0f7e515b969b1ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,0,0,0
4f324c98f1328dc4c884d5a05910d2c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
d4d3dc6a184e19d0d4ab3789c6e0ff99,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,478,0,0,108,0,0,0,0,0,139,0,0,0,0,0,0,0,0
36b0da9176b72c6ab12f0e0b88f09b7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
c2d0b8afd06ec118d92bc3eeca8883a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,595,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0
637e3a22fa3acf317911043df3a3aa8e,0,0,0,0,0,0,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6ac5b67f8762be35f4628be4ec3c757,0,0,0,0,0,0,0,0,0,146,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,228,0,0,0,0
e54ee656dc2559778811ea22976c4044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,234,0,0,0,35,0,0
5cdc29aaf4b4f4346f18800b107d498b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,0,0,0
4b81a277a759e434f5f3afe7eacbbeb5,0,342,0,2,0,0,0,0,0,36,215,65,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
7de21e4dd7afcee024379ef5e07ff52a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,0,0,0
b929da06424bdcedaba9a26e93c8d971,0,63,0,0,0,0,0,0,0,134,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,80,0,181,0,0,0,0
049319644e072cd0bce826cbed4c5c56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,899,0,0,0
68e241e4114a65de918747164ab6e990,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0
91aa1edb388b1d26de54ff754b024d0e,0,0,0,0,0,0,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0
bc5c7a5983c3c6efd2e2e64f4fdc1498,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
38087c72f2d83a8b7430e61ba8fbcce0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af669a2fd78bb73f27aa042e7683e56f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c3c09e9f1e9da23333803b66819956d,0,11,0,44,0,0,0,0,0,0,0,0,0,16,0,0,88,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0
9d033763b2c9f8158759d3a9e4b04049,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67af5ed967d660f3b8d6793478dc666e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90f1977fea04ae56886e02843c3edf84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,0,0
1741a9ad991e94dce7f60aef9d6e3901,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,0,0,0,0
f83c4da9e3fd0fbe09471a618e2193ab,0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ab918087428329e5bcc1aa06ab7a178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,0,0,0,0,0
6a4eeae475c0bf62a3bd06e5692b3f42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,748,0,0,0,0,0,0,0,0,0
227ab52f00dd6fbaad7f8b5e5e5dce31,0,0,0,0,0,0,0,0,0,0,136,0,0,59,0,0,505,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0
7dab47834ae4db82925ed9b3bb6910f9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0
84c1da6c1781caa10529666cd804c8b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536a4590b8f74b32475dc39c6cbdd634,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,124,0,0,0,0
f29204351c620bb329745f1285a1fd62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0
fb2e4362bd9e075fa81edcf5d747e5fe,0,0,0,0,183,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,389,0,0,0,0,0,0
81f223bb0906b4d7a08ecc93dcb536e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d661933f7fe2a740702eb2c023b6ce7,0,0,0,0,0,0,0,0,33,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2ead109cf600d15949b3cfd25efe79a,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
f117d15e0aa8fe730c932f0413f67d6b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
233ac21fcbe1b54b6d5f264c649d9129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802
04a7476b95ce68d1612df8aa0b2bd426,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,676,0,31,0,0,0,0,0,0,0
184800c20fbfa11800fa57d7d0ea706e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9bda107e2a5654e2511e6dc5c58a39c0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9b010b4c35d68ea7ec94fb2eb24d97f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c036733606f18c36f4c28ff5589e11a8,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79cee7bd0d177241d2c6a43fdd2dd574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0
2ba61369a41fdde97e5ee52dd8dbbcc6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,0
5c870e0ee3b4ba49e6bdef706f9fdc03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0
630f11416b76e7356bc5bfc8b551dae0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec7141f8428a5932d557f2219ccd0ce4,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5de3ecba083e01a4c286946fe36b798e,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21a2e2f38ca98cd9f11341667344bdba,178,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3f21351792a821df7373f75c3c48f519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0
e72b0e464a841d86079d4beb0a56c9c5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,19,134,0,0,0,0,0,0,0
ef3420ce70ab1c1d6fa4871176c92c0a,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94e0f2225a686a28f81937bc5b62c3fe,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,37,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0
